author_first,title,mag_name,paper_num
唐文进,财政收支与中国可持续增长——财政支出、收入分配与中国经济新常态学术会议综述;极端金融事件对系统性风险的影响分析——以中国银行部门为例;金融改革、资本市场完善与企业创新——第九届中国金融与投资论坛暨《2016中国金融发展报告》成果发布会综述;,管理世界;经济研究;经济研究;,3
唐旭,不良资产、税收与银行准入的开放;,经济研究;,1
唐明哲,美国创业投资发展的产权经济学分析;,世界经济文汇;,1
唐晓华,现代产业组织视角下的管理创新——第二届中国管理创新与大企业竞争力国际会议综述;,经济研究;,1
唐晓彬,网络突发事件的传播与控制策略研究;,管理世界;,1
唐有瑜,财务危机预警模型及其在信贷风险管理中的应用;财务危机预警模型及其在信贷风险管理中的应用;,金融论坛;金融论坛;,2
唐未兵,技术创新、技术引进与经济增长方式转变;,经济研究;,1
唐朱昌,加快新时期中俄贸易发展的思考——兼谈上海发展对俄贸易的若干意见;,世界经济文汇;,1
唐杰,渐进式改革的搏弈分析——兼论从经济体制改革到渐进式政治体制改革;中国作为“全球制造业中心”的性质及经济发展特征;,南开经济研究;南开经济研究;,2
唐松,“原罪”嫌疑与民营企业会计信息质量;,管理世界;,1
唐松莲,声誉提升抑或利益结盟:关联证券分析师实地调研动因研究;,管理世界;,1
唐毅南,群体动力学和金融危机的预测;趋势与波动相关下的期权定价模型;S形需求曲线的动态起源——消费者社会相互作用下时尚商品的群体模型;,经济研究;金融评论;经济学(季刊);,3
唐海燕,开放型经济新体制“新”在哪里?;产品内国际分工与发展中国家的价值链提升;,经济研究;经济研究;,2
唐红祥,交通基础设施视角下西部地区制造业集聚的区位熵分析;交通基础设施视角下西部地区制造业集聚的区位熵分析;,管理世界;管理世界;,2
唐翔,人民币低估之谜:一个投入产出分析;“富人社区效应”还是巴拉萨-萨缪尔森效应?——一个基于外生收入的实际汇率理论;,经济研究;经济研究;,2
唐要家,排他性单一品牌经销的汽车售后市场垄断化效应;,中国工业经济;,1
唐跃军,制度环境变迁对公司慈善行为的影响机制研究;价值选择VS.价值创造——来自中国市场机构投资者的证据;大股东制衡、治理战略与信息披露——来自2003年中国上市公司的证据;二元劳工市场、解雇保护与劳动合同法;大股东制衡、违规行为与外部监管——来自2004-2005年上市公司的证据;大股东制衡机制与现金股利的隧道效应——来自1999—2003年中国上市公司的证据;,经济研究;经济学(季刊);经济学(季刊);南开经济研究;南开经济研究;南开经济研究;,6
唐轲,农户耕地经营规模对粮食单产和生产成本的影响——基于跨时期和地区的实证研究;农户耕地经营规模对粮食单产和生产成本的影响——基于跨时期和地区的实证研究;,管理世界;管理世界;,2
唐飞鹏,地方税收竞争、企业利润与门槛效应;,中国工业经济;,1
唐鹏,银行市场集中度与银行风险承担;,金融论坛;,1
喻军,站在十字路口的新加坡零售银行业;,金融论坛;,1
喻坤,企业投资效率之谜:融资约束假说与货币政策冲击;,经济研究;,1
喻平,信用衍生产品的功效及在我国的发展前景;信用衍生产品的功效及在我国的发展前景;现阶段我国金融混业经营的趋势分析和模式选择;金融创新扩散机理及我国金融创新扩散路径分析;,金融论坛;金融论坛;金融论坛;金融论坛;,4
喻旭兰,经济周期同步性与东亚金融合作的可行性研究;,经济研究;,1
"国务院发展研究中心""绿化中国金融体系""课题组",发展中国绿色金融的逻辑与框架;,金融论坛;,1
国务院发展研究中心课题组,二氧化碳国别排放账户:应对气候变化和实现绿色增长的治理框架;农民工市民化对扩大内需和经济增长的影响;全球温室气体减排:理论框架和解决方案;,经济研究;经济研究;经济研究;,3
国家社会科学基金重大项目课题组,互联网金融发展高层论坛征文;,经济研究;,1
地方政府债务课题组,中国政府债务管理与资产价格趋势研究——“中国政府债务管理与资产价格风险研讨会”综述;,经济研究;,1
坂本正,国家市场经济与金融危机;日本银行业综合经营问题探讨——2006年中日学术交流座谈会日方观点摘要;日本金融改革的经验和教训;,金融论坛;金融论坛;金融论坛;,3
夏 斌,中国“私募基金”报告;,金融研究;,1
夏园园,境内银行间外汇市场人民币汇率定价权研究;人民币汇率的政治博弈与市场化形成机制改革;,金融论坛;金融论坛;,2
夏小东,中国银行业经济资本管理的实施路径——从巴塞尔新资本协议获得的启示;,金融论坛;,1
夏庆杰,国有单位工资结构及其就业规模变化的收入分配效应:1988—2007;中国城镇贫困的变化趋势和模式:1988—2002;经济增长与农村反贫困;,经济研究;经济研究;经济学(季刊);,3
夏怡然,城市间的“孟母三迁”——公共服务影响劳动力流向的经验研究;,管理世界;,1
夏择民,"信用危机中,社会资本失效了吗?——基于温州中小企业自组织协作融资案例;",金融评论;,1
夏斌,国际货币体系失衡下的中国汇率政策;中国行动:稳定全球经济的持续发展;人民币区域化及风险防范;人民币区域化及风险防范;,经济研究;金融论坛;金融论坛;金融论坛;,4
夏春,实际经济时间序列的计算、季节调整及相关经济含义;,经济研究;,1
夏晓华,竞赛中的最优奖励:一个拍卖分析框架;,经济学(季刊);,1
夏杰长,行政审批改革、交易费用与中国经济增长;行政审批改革、交易费用与中国经济增长;,管理世界;管理世界;,2
夏济宏,新时期工商银行人力资源管理及激励机制变革;,金融论坛;,1
夏立军,市场化进程、国企改革策略与公司治理结构的内生决定;政府控制、治理环境与公司价值——来自中国证券市场的经验证据;,经济研究;经济研究;,2
夏立明,中小企业信用风险评价指标体系的构建——基于供应链金融视角的研究;中小企业信用风险评价指标体系的构建——基于供应链金融视角的研究;,金融论坛;金融论坛;,2
夏纪军,控制权与激励的冲突——兼对股权激励有效性的实证分析;人口流动性、公共收入与支出——户籍制度变迁动因分析;,经济研究;经济研究;,2
夏艳清,环境与经济增长的动态均衡分析;,金融评论;,1
夏蜀,商业银行构建旅游金融的基本思维与整体框架;,金融论坛;,1
夏飞,基于创新创业视角的文化与经济研究——第二届文化与经济论坛(2016)综述;,经济研究;,1
大卫·拉思瑟尔斯,银行业的转型仍将继续下去;,金融论坛;,1
姚万军,土地私有化是促进农地流转的必然选择吗?——基于日本经验的实证分析;,南开经济研究;,1
姚东旻,存款保险制度还是央行直接救市?——一个动态博弈的视角;如何讨论转基因食品的“需求曲线”——人类不确定状态下的行为决策;人往“高处”走?——基于农民工两次务工地选择的实证分析;,经济研究;南开经济研究;南开经济研究;,3
姚云霞,关注房价还是关注股价——基于货币政策对资产价格反应的模拟分析;,管理世界;,1
姚伟,公司治理理论前沿综述;,经济研究;,1
姚余栋,通胀预期管理和货币政策——基于“新共识”宏观经济模型的分析;货币政策规则、资本流动与汇率稳定;央票利率可以作为货币政策的综合性指标;发展养老金融与落实供给侧结构性改革;,经济研究;经济研究;经济研究;金融论坛;,4
姚先国,教育、人力资本与地区经济差异;家庭收入与中国城镇已婚妇女劳动参与决策分析;中国劳资关系的城乡户籍差异;乡镇企业和国有企业经济效率差异的人力资本产权分析;筛选机制与分割效应——中国高等教育投资城乡差异的一个理论分析;,经济研究;经济研究;经济研究;经济研究;南开经济研究;,5
姚凤阁,经济转型期市场决定与政府调控关系界限研究——“全国经济学博士后论坛”综述;,经济研究;,1
姚勇,中国商业银行盈利分析;货币金融体系下的企业投资行为研究;,南开经济研究;南开经济研究;,2
姚国庆,征信体系的作用与效率——基于信息不对称随机有限重复博弈的分析;金融危机的传导机制:一个综合解释;论虚拟资产的价值基础;,南开经济研究;南开经济研究;南开经济研究;,3
姚小远,二板市场:中小高科技企业发展的推进器;,世界经济文汇;,1
姚志毅,全球生产网络下对产业结构升级的测度;,南开经济研究;,1
姚战琪,工业和服务外包对中国工业生产率的影响;生产率增长与要素再配置效应:中国的经验研究;东道国对外资并购的规制研究;,经济研究;经济研究;南开经济研究;,3
姚斌,人民币汇率制度选择的研究——基于福利的数量分析;,经济研究;,1
姚昕,城市规模、空间集聚与电力强度;基于增长视角的中国最优碳税研究;,经济研究;经济研究;,2
姚星垣,我国流动性管理工具有效性的实证检验;我国流动性管理工具有效性的实证检验;,金融评论;金融评论;,2
姚晶晶,企业是否会近墨者黑:企业规模、政府重要性与企业政治行为;,管理世界;,1
姚杰,品牌关系对消费者行为意向影响研究——基于我国服装品牌的实证分析;品牌关系对消费者行为意向影响研究——基于我国服装品牌的实证分析;,管理世界;管理世界;,2
姚枝仲,外国直接投资是否会带来国际收支危机?;政府债务膨胀史;,经济研究;金融评论;,2
姚树洁,用马克思主义实践论指导中国经济建设与理论研究;“新常态”下中国经济发展和理论创新;中国是否挤占了OECD成员国的对外投资?;中国银行业的改革与效率:1995—2008;中国大陆、香港和澳门地区的收入收敛性;外商直接投资和经济增长的关系研究;中国保险业效率的实证分析;中国银行业效率的实证分析;中国经济增长、外商直接投资和出口贸易的互动实证分析;,经济研究;经济研究;经济研究;经济研究;经济研究;经济研究;经济研究;经济研究;经济学(季刊);,9
姚洋,经济增长差异、生命周期假说和“配置之谜”;官员绩效与晋升锦标赛——来自城市数据的证据;重工业与经济发展:计划经济时代再考察;高水平陷阱——李约瑟之谜再考察;金融中心评价指标体系研究;集体决策中的理性模型和政治模型——关于中国农地制度的案例研究;对惩罚婚外情的经济学分析;自由可以这样来追求——阿玛蒂亚·森新著《作为自由的发展》评介;外部性与重工业优先发展;,经济研究;经济研究;经济研究;经济研究;金融论坛;经济学(季刊);经济学(季刊);经济学(季刊);南开经济研究;,9
姚洪心,相关市场、生态倾销与最优战略环境政策;国际寡头市场条件下贸易竞争与联盟的博弈研究综述;,经济学(季刊);南开经济研究;,2
姚耀军,地方政府干预银行业:内在逻辑与经验证据;中国金融发展与技术效率改善——基于工业制成品行业面板数据的经验研究;,金融评论;金融评论;,2
姚舜达,货币政策、流动性约束与银行风险承担——基于面板门限回归模型;,金融评论;,1
姚莉,论发展中国家实施资本管制的制度基础;,南开经济研究;,1
姚远,商业银行利率风险及其防范——基于2006～2010年7家上市银行数据的验证;商业银行利率风险及其防范——基于2006～2010年7家上市银行数据的验证;,金融论坛;金融论坛;,2
姚长辉,论MBS对我国住宅产业发展的理论意义;,金融研究;,1
姚青松,抚养比、年龄结构与我国居民消费:1995~2014;,金融评论;,1
姚颐,中国式风险披露、披露水平与市场反应;中国基金在投资中是否追求了价值?;,经济研究;经济研究;,2
姜丽群,企业社会失责行为的动因、影响及其治理研究;,管理世界;,1
姜付秀,多个大股东与企业融资约束——基于文本分析的经验证据;控股家族的“垂帘听政”与公司财务决策;控股家族的“垂帘听政”与公司财务决策;退出威胁能抑制控股股东私利行为吗?;信息发布者的财务经历与企业融资约束;经理激励、负债与企业价值;管理者过度自信、企业扩张与财务困境;产品市场竞争与资本结构动态调整;,管理世界;管理世界;管理世界;管理世界;经济研究;经济研究;经济研究;经济研究;,8
姜伟,消费者情绪对通货膨胀影响的理论分析;,经济研究;,1
姜再勇,利率期限结构的宏观经济预测作用;,金融评论;,1
姜卫韬,商业银行客户挖掘能力构成及提升策略;,金融论坛;,1
姜国华,上市公司连续两年亏损就应该被“ST”吗?;,经济研究;,1
姜建强,创新的合约选择与企业家精神;货币危机:一个理论文献评析;,经济学(季刊);世界经济文汇;,2
姜建清,积极谋划工商银行未来发展新布局;适应经济新常态的战略导向;以科学发展观指导学会工作再创辉煌;重建市场信心是缓解流动性危机的有效途径;以科学发展观统领中国城市金融学会工作;国有商业银行分支机构管理问题研究;,金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;金融研究;,6
姜扬,政府治理与公众幸福;,管理世界;,1
姜文瑞,国有商业银行柜面业务操作风险研究;国有商业银行会计业务流程再造的现实思考;,金融论坛;金融论坛;,2
姜春海,雾霾治理及其经济社会效应:基于“禁煤区”政策的可计算一般均衡分析;,中国工业经济;,1
姜松,中国经济金融化对城镇化影响的总体效应与阶段特征;,金融论坛;,1
姜树广,腐败的困境:腐败本质的一项实验研究;信念与心理博弈:理论、实证与应用;,经济研究;经济研究;,2
姜树林,资源配置与激励:关于晋升的文献综述;,世界经济文汇;,1
姜波,商业银行财务管理的改革与探索;,金融研究;,1
姜波克,最优货币区理论综述兼述欧元、亚元问题;汇率制度的选择及政策含义;国际金融理论的发展趋势及理论前沿;,世界经济文汇;世界经济文汇;金融研究;,3
姜海,中国商业银行在美并购法律问题研究;,金融论坛;,1
姜烨,金融双语;中国国有银行体制渐进演进的逻辑;金融双语  公共发展金融机构;,金融论坛;金融论坛;金融论坛;,3
姜琳琳,美国银行业并购重组活动的多维考察——理论分析与经验借鉴;,南开经济研究;,1
姜磊,浅析我国现阶段税收筹划的举措及未来发展趋势;,管理世界;,1
姜美善,机构运行、借款人性质与小额信贷还款率;小组贷款、个人贷款与小额信贷机构还款率绩效;,金融论坛;金融论坛;,2
姜超,证券分析师、内幕消息与资本市场效率——基于中国A股股价中公司特质信息含量的经验证据;,经济学(季刊);,1
姜鲁鸣,中国国防预算制度非均衡态分析;,经济研究;,1
娄洪,长期经济增长中的公共投资政策——包含一般拥挤性公共基础设施资本存量的动态经济增长模型;,经济研究;,1
娄荣民,产品创新与信用制度建设:个人贷款业务发展研究;,金融研究;,1
孔东民,中小股东投票权、公司决策与公司治理——来自一项自然试验的证据;企业内部薪酬差距与创新;企业内部薪酬差距与创新;个体沟通、交易行为与信息优势:基于共同基金访问的证据;市场竞争、产权与政府补贴;知情交易与中国股市博彩溢价;冷漠是理性的吗?  中小股东参与、公司治理与投资者保护;,管理世界;经济研究;经济研究;经济研究;经济研究;金融评论;经济学(季刊);,7
孔丹凤,非利息收入对中美商业银行收益和风险的影响;,金融论坛;,1
孔松泉,西方银行业兼并的垄断力评估方法述评;,金融研究;,1
孔祖根,系统性风险下的差别待遇:丽水市个体工商户金融服务个案研究;,金融研究;,1
孔祥智,西部地区农户禀赋对农业技术采纳的影响分析;,经济研究;,1
孔祥毅,山西票号与中国商业革命;,金融研究;,1
孔高文,我们为何离开故乡?家庭社会资本、性别、能力与毕业生就业选择;,经济学(季刊);,1
孙三百,《经济研究》2017年度编辑委员会会议纪要;中国青年经济学者论坛学术理事会2014年度第一次全体会议纪要;城市规模、幸福感与移民空间优化;劳动力自由迁移为何如此重要?——基于代际收入流动的视角;,经济研究;经济研究;经济研究;经济研究;,4
孙久文,“建立更加有效的区域协调发展新机制”笔谈;,中国工业经济;,1
孙京菁,资产管理公司运作的国际经验及对我国的启示;资产管理公司运作的国际经验及对我国的启示;,金融论坛;金融论坛;,2
孙亮,公司治理对盈余管理程度的制约作用——以所有权性质为背景的经验分析;,金融评论;,1
孙仁柱,亚洲金融区域主义的政治逻辑;,金融评论;,1
孙伍琴,关于金融结构比较分析理论框架的设计思路;,金融论坛;,1
孙佩红,基于Internet的竞争厂商产品选择与市场决策模型;,管理世界;,1
孙俊,中国FDI地点选择的因素分析;,经济学(季刊);,1
孙俊波,改善中小企业融资监管环境策略探析;改善中小企业融资监管环境策略探析;,金融论坛;金融论坛;,2
孙健,信息系统整合、预算程序公平与企业业绩——一项基于国有企业的调查研究;信息系统整合、预算程序公平与企业业绩——一项基于国有企业的调查研究;公司战略影响盈余管理吗?;从国际经验看我国金融衍生产品市场的创建;,管理世界;管理世界;管理世界;金融论坛;,4
孙健翔,银行大额风险暴露的测度及监管框架;,金融论坛;,1
孙元元,中国制造业省际间资源配置效率演化:二元边际的视角;中国制造业省际间资源配置效率演化:二元边际的视角;,经济研究;经济研究;,2
孙兆斌,银行业全面开放与中国商业银行的效率改进;,金融论坛;,1
孙光林,绿色信贷对商业银行信贷风险的影响;,金融论坛;,1
孙军,网络效应下的平台竞争及其后果分析;需求因素、技术创新与产业结构演变;,管理世界;南开经济研究;,2
孙冰,个人住房抵押贷款违约风险跃迁概率研究;个人住房抵押贷款借款人产品选择行为;,金融论坛;金融论坛;,2
孙凌芸,投资者情绪与股票市场收益的相关性研究——基于多重分形分析方法;,金融评论;,1
孙凤,中国居民的不确定性分析;预防性储蓄理论与中国居民消费行为;,南开经济研究;南开经济研究;,2
孙刚,反腐败、市场建设与经济增长;,经济学(季刊);,1
孙利,加入WTO后人民币资本项目管理对策分析;,南开经济研究;,1
孙华妤,中国货币政策与股票市场的关系;我国利率市场化的目标、障碍和对策探讨;,经济研究;金融论坛;,2
孙吉乐,“营改增”、企业利润率与企业创新;,管理世界;,1
孙君阳,中国上市银行内部治理机制分析——基于中外比较的视角;中国上市银行内部治理机制分析——基于中外比较的视角;中国上市银行独立董事制度创新研究;银行股权结构、治理机制与综合绩效关系的实证研究;,金融论坛;金融论坛;金融论坛;金融论坛;,4
孙国伟,债务期限结构、流动性与公共债务管理;,金融评论;,1
孙国峰,存款利率零下限与负利率传导机制;货币市场利率、流动性供求与中央银行流动性管理——对货币市场利率波动的新分析框架;信用货币制度下的货币创造和银行运行;中期政策利率传导机制研究——基于商业银行两部门决策模型的分析;,经济研究;经济研究;经济研究;经济学(季刊);,4
孙国申,美国银行业并购对效率与股东价值的影响及启示;,金融论坛;,1
孙圣民,工农业关系与经济发展:计划经济时代的历史计量学再考察——兼与姚洋、郑东雅商榷;家庭联产承包责任制与中国农业增长的再考察——来自面板工具变量法的证据;游说、权力分配与制度变迁——以1978年中国农村土地产权制度变迁为例;,经济研究;经济学(季刊);南开经济研究;,3
孙坚强,PPI和CPI的非线性传导:产业链与价格预期机制;,经济研究;,1
孙培源,基于CAPM的中国股市羊群行为研究——兼与宋军、吴冲锋先生商榷;,经济研究;,1
孙天琦,"我国各省与全国经济景气的同步性研究(1953—2004);准市场组织的发展与“寡头主导,大、中、小共生”的金融组织结构研究——以银行业为例的分析;",经济研究;金融研究;,2
孙婧芳,城市劳动力市场中户籍歧视的变化:农民工的就业与工资;,经济研究;,1
孙宁华,消费习惯形成、货币政策与中国经济波动——MIU模型与校准分析;能源价格与中国宏观经济:动态模型与校准分析;,南开经济研究;南开经济研究;,2
孙少勤,金融发展与我国出口结构优化研究——基于区域差异视角的分析;全球生产网络条件下FDI的技术溢出渠道研究——基于中国制造业行业面板数据的经验分析;,南开经济研究;南开经济研究;,2
孙尤嘉,企业网上银行客户模糊聚类分群分析——兼论工商银行网上银行的目标市场定位和市场细分;,金融论坛;,1
孙广生,全要素生产率、投入替代与地区间的能源效率;效率提高、产出增长与能源消耗——基于工业行业的比较分析;,经济研究;经济学(季刊);,2
孙建雅,外部冲击对银行风险承担波动的影响;,金融论坛;,1
孙彦林,中国金融周期成分与随机冲击;,金融论坛;,1
孙志军,基于双胞胎数据的教育收益率估计;,经济学(季刊);,1
孙志贤,国内市场进入成本与“消失的贸易”;,管理世界;,1
孙成浩,要素投入变化与经济增长的环境效应——基于中国省级面板数据的动态效应分析;,南开经济研究;,1
孙持平,人民币升值对上海经济结构的影响及商业银行的对策;,金融论坛;,1
孙振东,国际资本抽逃对国有控股银行股价稳定性分析;,金融论坛;,1
孙文凯,户籍制度改革对中国农村劳动力流动的影响;中国农村收入流动分析;父母外出务工对留守儿童健康的影响——基于微观面板数据的再考察;,经济研究;经济研究;经济学(季刊);,3
孙文杰,中国劳动报酬份额的演变趋势及其原因——基于最终需求和技术效率的视角;,经济研究;,1
孙文莉,工资粘性、货币冲击与价格贸易条件;货币波动性对我国OFDI的诱发机制研究;,经济研究;经济学(季刊);,2
孙新荣,现阶段我国商业银行金融创新的条件分析和思路探讨;,金融论坛;,1
孙早,后危机时代中国经济改革与发展问题的理论探索——第十届“中国青年经济学者论坛”综述;从政府到企业:关于中国民营企业研究文献的综述;产业所有制结构变化与产业创新绩效改善——国有企业为主的产业所有制结构就一定不利于产业创新吗?;从古典到现代:制度演化与企业成长中的企业家角色;市场环境、企业家能力与企业的绩效表现——转型期中国民营企业绩效表现影响因素的实证研究;前沿技术差距与科学研究的创新效应——基础研究与应用研究谁扮演了更重要的角色;,经济研究;经济研究;南开经济研究;南开经济研究;南开经济研究;中国工业经济;,6
孙晓华,装备制造业技术进步的溢出效应——基于两部门模型的实证研究;R&D溢出对中国制造业全要素生产率的影响——基于产业间、国际贸易和FDI三种溢出渠道的实证检验;国有企业的过度投资及其效率损失;,经济学(季刊);南开经济研究;中国工业经济;,3
孙景,商业银行个人客户价值评价模型研究;,金融论坛;,1
孙景宇,利益冲突与制度扭曲——论政府在经济发展和转型中的作用;开放体系下的转型经济研究;,南开经济研究;南开经济研究;,2
孙景舒,我国当前城市贫困问题探析;,南开经济研究;,1
孙杰,发达国家和发展中国家的金融结构、资本结构和经济增长;,金融研究;,1
孙楚仁,最低工资标准与中国企业的出口行为;“全球生产网络、中国经济转型与国际贸易结构调整学术研讨会”综述;序列生产、贸易开放与劳动剩余经济结构转换;制度好的省份会出口制度更密集的产品吗?;FDI和加工贸易的关系：替代、互补或其它?;,经济研究;经济研究;南开经济研究;南开经济研究;南开经济研究;,5
孙毅,从欧美经济基本面对比看欧元;,世界经济文汇;,1
孙永祥,所有权、融资结构与公司治理机制;,经济研究;,1
孙永苑,关系、正规与非正规信贷;,经济学(季刊);,1
孙江永,纺织业FDI在中国大陆区位选择影响因素的经验分析——基于外资不同来源地和地区差异的视角;,南开经济研究;,1
孙洋,产业发展战略与空间收敛:长三角、珠三角和环渤海区域增长的比较研究;,南开经济研究;,1
孙洛平,竞争力与企业规模无关的形成机制;市场资源配置机制与经济理论的选择;,经济研究;南开经济研究;,2
孙浦阳,外资自由化、技术距离与中国企业出口——基于上下游产业关联视角;电子商务、搜寻成本与消费价格变化;产品替代性与生产率分布——基于中国制造业企业数据的实证;商业信用能否成为企业有效的融资渠道——基于投资视角的分析;金融发展影响能源消费结构吗?——跨国经验分析;,管理世界;经济研究;经济研究;经济学(季刊);南开经济研究;,5
孙涛,非正规制度影响下中国居民储蓄、消费和代际支持的实证研究——兼论儒家文化背景下养老制度安排的选择;开放视角下的国家综合负债风险与市场化分担;萧规曹随还是另辟蹊径——评中国经济超日赶美;,经济研究;经济研究;金融评论;,3
孙灵燕,融资约束限制中国企业出口参与吗?;,经济学(季刊);,1
孙烽,货币冲击下的实际汇率波动:一个分析框架;,世界经济文汇;,1
孙焕民,外资银行发展状况考察:商业存在的国际化;,金融论坛;,1
孙犇,中国上市银行特许权价值的自律效应;,金融论坛;,1
孙玉德,现代投资银行的业务运作及其职能演进——赴香港工商东亚培训的体会及收获;,金融论坛;,1
孙琳,债务风险、财政透明度和记账基础选择——基于国际经验的数据分析;,管理世界;,1
孙琳琳,转轨时期我国行业层面资本积累的研究——资本存量和资本流量的测算;资本投入测量综述;,经济学(季刊);经济学(季刊);,2
孙睿君,我国的动态劳动需求及就业保护制度的影响:基于动态面板数据的研究;,南开经济研究;,1
孙祁祥,保险经济学研究述评;“空账”与转轨成本——中国养老保险体制改革的效应分析;,经济研究;经济研究;,2
孙秋鹏,期货交易所不完全监管、政府介入与监管权分配;,金融评论;,1
孙立坚,对外开放和经济波动的关联性检验——中国和东亚新兴市场国家的案例;关于中国“通缩出口”论的真伪性检验;开放经济中的价格传递效应:中国的例证;资本账户开放的动态经济效应;,经济研究;经济研究;经济学(季刊);世界经济文汇;,4
孙立明,美国财产保险公司的破产成本分析与启示;,金融研究;,1
孙立行,“市场型间接融资”体系与中国融资体制改革取向;,金融论坛;,1
孙红梅,银行理财、信息披露与消费者知情权;银行理财、信息披露与消费者知情权;商业银行社会责任与财务绩效;,管理世界;管理世界;金融论坛;,3
孙群燕,寡头竞争情形下的国企改革——论国有股份比重的最优选择;俄罗斯、波兰和中国经济转轨的方式选择及启示;,经济研究;世界经济文汇;,2
孙翠兰,我国房地产融资方式的比较、选择与调整;,金融论坛;,1
孙艳霞,基于不同视角的企业价值创造研究综述;,南开经济研究;,1
孙茂辉,人民币自然均衡实际汇率:1978—2004;世纪新课题:贸易和环境问题;,经济研究;世界经济文汇;,2
孙蕾,非对称信息下的卡尔多-希克斯改进;,南开经济研究;,1
孙鑫钢,汽车消费信贷发展历程及当前的策略分析——基于工商银行北京分行的调研情况;,金融论坛;,1
孙钰,我国城市科技创新能力的实证研究;公营公共物品的X非效率与政府管制改革;,南开经济研究;南开经济研究;,2
孙铮,市场化程度、政府干预与企业债务期限结构——来自我国上市公司的经验证据;中国上市公司费用“粘性”行为研究;,经济研究;经济研究;,2
孙飞,中国进口商品价格传导效应及其变动趋势:进口商品Armington替代弹性的视角;,中国工业经济;,1
孙龙建,银行业市场约束机制的框架阐释;,金融论坛;,1
孟一坤,天气衍生品研究综述;,金融评论;,1
孟东方,构建中国文化竞争系统运行机制的思考;,管理世界;,1
孟亦佳,认知能力与家庭资产选择;,经济研究;,1
孟夏,次区域贸易安排与APEC目标的实现;,南开经济研究;,1
孟大文,类型相关情形下具有套利的非线性定价模型;网络外部性与补偿激励下的非线性定价;,经济学(季刊);经济学(季刊);,2
孟庆斌,基金经理职业忧虑与其投资风格;基于TAR模型的中国股市价格泡沫检验;管理层讨论与分析披露的信息含量与股价崩盘风险——基于文本向量化方法的研究;,经济研究;南开经济研究;中国工业经济;,3
孟庆玺,经营环境、机构投资者持股与公司价值;,金融论坛;,1
孟德锋,参与式灌溉管理对农业生产和收入的影响——基于淮河流域的实证研究;,经济学(季刊);,1
孟捷,复杂劳动还原与产品的价值决定:理论和数理的分析;部门内企业的代谢竞争与价值规律的实现形式——一个演化马克思主义的解释;劳动与资本在价值创造中的正和关系研究;,经济研究;经济研究;经济研究;,3
孟昊,境外投资者在资本市场发展中作用的理论模型与政策思考;,南开经济研究;,1
孟猛,金融深化和经济增长间的因果关系——对我国的实证分析;,南开经济研究;,1
孟祥轶,中国城市炫耀性消费的特征及决定因素——基于北京市家庭数据的实证分析;,经济研究;,1
孟翠湖,加入WTO对我国会计准则建设的影响;,世界经济文汇;,1
孟艳,金融危机冲击下资产负债管理的再审视;,金融论坛;,1
季任钧,一本值得一读的书——评《小城镇改革与发展》一书;,南开经济研究;,1
季恒,论我国银行市场结构重组的制度约束与改革设想;中国金融业的市场化趋势与结构性变革;我国对外资银行有效监管的政策选择和具体措施;21世纪国际金融与资本市场调整的特点和发展趋势;,金融论坛;金融论坛;金融论坛;金融论坛;,4
季敏,浅议我国银行ATM共享网的创立;,金融论坛;,1
季燕霞,论在全球化背景下谋求国家经济利益;,世界经济文汇;,1
宁光杰,我国转型期居民财产性收入不平等成因分析;居民财产性收入差距:能力差异还是制度阻碍?——来自中国家庭金融调查的证据;信息技术应用、企业组织变革与劳动力技能需求变化;自选择与农村剩余劳动力非农就业的地区收入差异——兼论刘易斯转折点是否到来;流动人口的创业选择与收入——户籍的作用及改革启示;中国大城市的工资高吗?——来自农村外出劳动力的收入证据;企业寻找劳动力的行为与失业问题的解决;技术革新、规制缓和与日本的不安定就业;,经济研究;经济研究;经济研究;经济研究;经济学(季刊);经济学(季刊);南开经济研究;南开经济研究;,8
宁杰,讯问的经济学——对刑讯逼供的经济分析;,经济学(季刊);,1
宇德海,世界经济周期逆转与金融扩张;,金融论坛;,1
安伟,略论美国经济的现状与前景;,世界经济文汇;,1
安体富,当前世界减税趋势与中国税收政策取向;,经济研究;,1
安同良,中国居民收入差距变化对企业产品创新的影响机制研究;R&D补贴对中国企业自主创新的激励效应;中国工业反哺农业的机制与模式:微观行为主体的视角;中国制造业企业R&D行为模式的观测与实证——基于江苏省制造业企业问卷调查的实证分析;中国企业的技术选择;易发生价格竞争的产业特征及企业策略;,经济研究;经济研究;经济研究;经济研究;经济研究;经济研究;,6
安崇义,排放权交易机制下企业碳减排的决策模型研究;,经济研究;,1
安玉花,市场分割下的国际资产定价——对韩国股市开放效应的实证检验;,金融评论;,1
安芝,进口农产品贸易对我国耕地规模传导效应实证研究;进口农产品贸易对我国耕地规模传导效应实证研究;,管理世界;管理世界;,2
安虎森,转移支付与区际经济发展差距;技术创新与特定要素约束视域的“资源诅咒”假说探析——基于我国的经验观察;相邻城市竞争、合作与双赢机制研究;块状世界的经济学——空间经济学点评;工业化、城市化进程与我国城市化推进的路径选择;产业集群理论及其进展;空间接近与不确定性的降低──经济活动聚集与分散的一种解释(1);,经济学(季刊);南开经济研究;南开经济研究;南开经济研究;南开经济研究;南开经济研究;南开经济研究;,7
宋丽娜,对中国当前城市社会稳定性的实证研究;,经济学(季刊);,1
