,title,mag_name,mag_classn,mag_city,mag_city_code,author_first,author_unit_first,unit_city,unit_city_code,coauthor,ym,class_num
643,中国的产能过剩:程度测算与行业分布,经济研究,经济与管理,北京市,1100,张少华,广州大学,广州市,4401.0, 蒋伟杰,2017-01-01,F;F
644,中国特色政治经济学植根于中国的实践之中,经济研究,经济与管理,北京市,1100,李扬,中国社会科学院,北京市,1100.0,,2017-05-01,F
645,用马克思主义实践论指导中国经济建设与理论研究,经济研究,经济与管理,北京市,1100,姚树洁,重庆大学,重庆市,5000.0,,2017-05-01,F;F
646,中国地缘政治经济学的理论构建与实践——第二届地缘政治经济学论坛综述,经济研究,经济与管理,北京市,1100,崔日明,辽宁省大学,沈阳市,2101.0, 杨攻研,2017-02-01,F
647,"坚持问题导向,推进中国经济学研究的创新发展",经济研究,经济与管理,北京市,1100,王国刚,中国社会科学院,北京市,1100.0,,2017-05-01,F
648,全球空间关联视角下的中国经济增长,经济研究,经济与管理,北京市,1100,刘瑞翔,南京审计大学,南京市,3201.0, 颜银根; 范金,2017-05-01,F
649,探索中国特色社会主义共同富裕道路,经济研究,经济与管理,北京市,1100,范从来,南京大学,南京市,3201.0,,2017-05-01,F
650,在发展实践中推进经济理论创新,经济研究,经济与管理,北京市,1100,黄泰岩,中央民族大学,北京市,1100.0,,2017-01-01,F
651,中国改革开放以来产业结构转型的影响因素,经济研究,经济与管理,北京市,1100,郭凯明,中山大学,广州市,4401.0, 杭静; 颜色,2017-03-01,F
652,税收竞争、资本外流与投资环境改善——经济增长与收入公平分配并行路径研究,经济研究,经济与管理,北京市,1100,刘穷志,武汉大学,武汉市,4201.0,,2017-03-01,F;F
653,僵尸企业的投资挤出效应:基于中国工业企业的证据,经济研究,经济与管理,北京市,1100,谭语嫣,北京大学,北京市,1100.0, 谭之博; 黄益平; 胡永泰,2017-05-01,F;F
654,金融契约执行效率、企业进入与产品市场竞争,经济研究,经济与管理,北京市,1100,李俊青,南开大学,天津市,1200.0, 刘帅光; 刘鹏飞,2017-03-01,F;F;F
655,信贷寻租、融资约束与企业创新,经济研究,经济与管理,北京市,1100,张璇,中南财经政法大学,武汉市,4201.0, 刘贝贝; 汪婷; 李春涛,2017-05-01,F;F;F
656,独特公司治理机制对企业创新的影响——来自互联网公司双层股权制的全球证据,经济研究,经济与管理,北京市,1100,石晓军,中国人民大学,北京市,1100.0, 王骜然,2017-01-01,F;F;F
657,全球价值链下中国本土企业的创新效应,经济研究,经济与管理,北京市,1100,张杰,中国人民大学,北京市,1100.0, 郑文平,2017-03-01,F;F
658,融资约束、出口模式与外贸转型升级,经济研究,经济与管理,北京市,1100,刘晴,合肥工业大学,合肥市,3401.0, 程玲; 邵智; 陈清萍,2017-05-01,F;F
659,中国怎样迈向贸易强国:一个新的分析思路,经济研究,经济与管理,北京市,1100,裴长洪,中国社会科学院,北京市,1100.0, 刘洪愧,2017-05-01,F
660,中国出口技术含量动态变迁及国际比较,经济研究,经济与管理,北京市,1100,倪红福,中国社会科学院,北京市,1100.0,,2017-01-01,F
661,灾难冲击与我国最优财政货币政策选择,经济研究,经济与管理,北京市,1100,赵向琴,厦门大学,厦门市,3502.0, 袁靖; 陈国进,2017-04-01,F;F
662,“营改增”的减税效应和分工效应:基于产业互联的视角,经济研究,经济与管理,北京市,1100,范子英,上海财经大学,上海市,3100.0, 彭飞,2017-02-01,F
663,极端金融事件对系统性风险的影响分析——以中国银行部门为例,经济研究,经济与管理,北京市,1100,唐文进,中南财经政法大学,武汉市,4201.0, 苏帆,2017-04-01,F
664,竞争之于银行信贷结构调整是双刃剑吗?——中国利率市场化进程的微观证据,经济研究,经济与管理,北京市,1100,刘莉亚,上海财经大学,上海市,3100.0, 余晶晶; 杨金强; 朱小能,2017-05-01,F
665,商业银行社会网络与微型金融可持续发展,经济研究,经济与管理,北京市,1100,苏冬蔚,暨南大学,广州市,4401.0, 陈纯纯; 许振国; 李斌,2017-02-01,F
666,涨跌停、融资融券与股价波动率——基于AH股的比较研究,经济研究,经济与管理,北京市,1100,王朝阳,中国社会科学院,北京市,1100.0, 王振霞,2017-04-01,F
667,金融发展与国民储蓄率:一个倒U型关系,经济研究,经济与管理,北京市,1100,徐丽芳,上海财经大学,上海市,3100.0, 许志伟; 王鹏飞,2017-02-01,F
668,最低工资与已婚女性劳动参与,经济研究,经济与管理,北京市,1100,马双,西南财经大学,成都市,5101.0, 李雪莲; 蔡栋梁,2017-06-01,D;F
669,信息化与中国企业就业吸纳下降之谜,经济研究,经济与管理,北京市,1100,邵文波,复旦大学,上海市,3100.0, 盛丹,2017-06-01,F;F
670,地区质量声誉与企业出口表现,经济研究,经济与管理,北京市,1100,叶迪,上海财经大学,上海市,3100.0, 朱林可,2017-06-01,F;F
671,第三届国际经济学前沿论坛综述,经济研究,经济与管理,北京市,1100,刘修岩,东南大学,南京市,3201.0, 邱斌; 秦蒙,2017-06-01,F
672,“金融服务实体经济”辨,经济研究,经济与管理,北京市,1100,李扬,中国社会科学院,北京市,1100.0,,2017-06-01,F;F
673,中国经济增长的长期趋势与经济新常态的数量描述,经济研究,经济与管理,北京市,1100,王少平,华中科技大学,武汉市,4201.0, 杨洋,2017-06-01,F
674,中国农业转型发展:经验、启示与展望——首届农业经济理论前沿论坛综述,经济研究,经济与管理,北京市,1100,罗明忠,华南农业大学,广州市,4401.0, 万俊毅,2017-06-01,F
675,上市公司现金股利不平稳影响投资者行为偏好吗?,经济研究,经济与管理,北京市,1100,陈名芹,汕头大学,汕头市,4405.0, 刘星; 辛清泉,2017-06-01,F;F
676,生态占用、绿色发展与环境税改革,经济研究,经济与管理,北京市,1100,李虹,北京大学,北京市,1100.0, 熊振兴,2017-07-01,F;X
677,法律经济学的学科体系与理论应用——第十五届中国法经济学论坛综述,经济研究,经济与管理,北京市,1100,冯博,天津财经大学,天津市,1200.0, 李增刚; 王楠,2017-07-01,D
678,中国经济改革效应分析——劳动力重新配置的视角,经济研究,经济与管理,北京市,1100,蔡昉,中国社会科学院,北京市,1100.0,,2017-07-01,F;F
679,创新补偿性与内生增长可持续性理论研究,经济研究,经济与管理,北京市,1100,陈昆亭,云南财经大学,昆明市,5301.0, 周炎,2017-07-01,F
680,出口与内需的结构背离:成因及影响,经济研究,经济与管理,北京市,1100,易先忠,南京审计大学,南京市,3201.0, 包群; 高凌云; 张亚斌,2017-07-01,F;F
681,集群商业信用与企业出口——对中国出口扩张奇迹的一种解释,经济研究,经济与管理,北京市,1100,马述忠,浙江大学,杭州市,3301.0, 张洪胜,2017-01-01,F;F
682,中间投入品进口、产品转换与企业要素禀赋结构升级,经济研究,经济与管理,北京市,1100,钱学锋,中南财经政法大学,武汉市,4201.0, 王备,2017-01-01,F
683,转移支付对城乡公共服务差距的影响——不同经济赶超省份的分组比较,经济研究,经济与管理,北京市,1100,缪小林,云南财经大学,昆明市,5301.0, 王婷; 高跃光,2017-02-01,F
684,中国财政再分配效应测算,经济研究,经济与管理,北京市,1100,汪昊,中央财经大学,北京市,1100.0, 娄峰,2017-01-01,F
685,利率市场化、汇率改制与国际资本流动的关系研究,经济研究,经济与管理,北京市,1100,陈创练,暨南大学,广州市,4401.0, 姚树洁; 郑挺国; 欧璟华,2017-04-01,F;F
686,策略性媒体披露与财富转移——来自公司高管减持期间的证据,经济研究,经济与管理,北京市,1100,易志高,南京师范大学,南京市,3201.0, 潘子成; 茅宁; 李心丹,2017-04-01,F
687,反馈交易、交易诱导与资产价格行为,经济研究,经济与管理,北京市,1100,胡昌生,武汉大学,武汉市,4201.0, 彭桢; 池阳春,2017-05-01,F
688,处置效应与风险投资机构:来自IPO公司的证据,经济研究,经济与管理,北京市,1100,罗炜,北京大学,北京市,1100.0, 余琰; 周晓松,2017-04-01,F
689,资本账户开放对人民币国际化“货币锚”地位的影响分析,经济研究,经济与管理,北京市,1100,杨荣海,南京财经大学,南京市,3201.0, 李亚波,2017-01-01,F
690,土地流转、户籍制度改革与中国城市化:理论与模拟,经济研究,经济与管理,北京市,1100,周文,复旦大学,上海市,3100.0, 赵方; 杨飞; 李鲁,2017-06-01,D;F;F
691,混频数据、投资冲击与中国宏观经济波动,经济研究,经济与管理,北京市,1100,仝冰,河南大学,开封市,4102.0,,2017-06-01,F;F
692,马克思主义绿色发展观与当代中国的绿色发展——兼评环境与发展不相容论,经济研究,经济与管理,北京市,1100,黄茂兴,福建师范大学,福州市,3501.0, 叶琪,2017-06-01,F;F
693,金融杠杆、杠杆波动与经济增长,经济研究,经济与管理,北京市,1100,马勇,中国人民大学,北京市,1100.0, 陈雨露,2017-06-01,F;F
694,中国式分权下的偏向性投资,经济研究,经济与管理,北京市,1100,吴延兵,中国社会科学院,北京市,1100.0,,2017-06-01,F
695,短期国际资本流动与我国上市企业融资成本,经济研究,经济与管理,北京市,1100,韩乾,厦门大学,厦门市,3502.0, 袁宇菲; 吴博强,2017-06-01,F;F
696,地方财政杠杆的激励机制、增长绩效与调整取向研究,经济研究,经济与管理,北京市,1100,郭玉清,南开大学,天津市,1200.0, 孙希芳; 何杨,2017-06-01,F
697,官员更替、合谋震慑与空气质量的临时性改善,经济研究,经济与管理,北京市,1100,郭峰,上海财经大学,上海市,3100.0, 石庆玲,2017-07-01,D;X
698,房价、迁移摩擦与中国城市的规模分布——理论模型与结构式估计,经济研究,经济与管理,北京市,1100,刘修岩,东南大学,南京市,3201.0, 李松林,2017-07-01,C;F
699,经济增长目标管理,经济研究,经济与管理,北京市,1100,徐现祥,中山大学,广州市,4401.0, 刘毓芸,2017-07-01,F
700,推动资产价格上涨能够“稳增长”吗?——基于含有市场预期内生变化的DSGE模型,经济研究,经济与管理,北京市,1100,陈彦斌,中国人民大学,北京市,1100.0, 刘哲希,2017-07-01,F
701,研发要素流动、空间知识溢出与经济增长,经济研究,经济与管理,北京市,1100,白俊红,南京师范大学,南京市,3201.0, 王钺; 蒋伏心; 李婧,2017-07-01,F;F
702,个体农户和农业规模化经营:家庭农场理论评述,经济研究,经济与管理,北京市,1100,韩朝华,中国社会科学院,北京市,1100.0,,2017-07-01,F
703,高管学术经历与公司债务融资成本,经济研究,经济与管理,北京市,1100,周楷唐,武汉大学,武汉市,4201.0, 麻志明; 吴联生,2017-07-01,F;F
704,房价如何影响劳动力流动?,经济研究,经济与管理,北京市,1100,张莉,中山大学,广州市,4401.0, 何晶; 马润泓,2017-08-01,F;F
705,媒体压力与企业创新,经济研究,经济与管理,北京市,1100,杨道广,对外经济贸易大学,北京市,1100.0, 陈汉文; 刘启亮,2017-08-01,F;G
706,唯物史观、动态优化与经济增长——兼评马克思主义政治经济学的数学化,经济研究,经济与管理,北京市,1100,乔晓楠,南开大学,天津市,1200.0, 何自力,2017-08-01,F
707,加速中国经济增长转型与防范金融风险——中国经济增长与周期高峰论坛(2017)综述,经济研究,经济与管理,北京市,1100,郎丽华,首都经济贸易大学,北京市,1100.0, 周明生; 赵家章,2017-08-01,F;F
708,完善国民收入分配结构与深化供给侧结构性改革,经济研究,经济与管理,北京市,1100,刘伟,中国人民大学,北京市,1100.0, 蔡志洲,2017-08-01,F;F
709,中小金融机构与中小企业贷款,经济研究,经济与管理,北京市,1100,刘畅,北京大学,北京市,1100.0, 刘冲; 马光荣,2017-08-01,F;F
710,制度能缓解社会冲突对企业风险承担的冲击吗?,经济研究,经济与管理,北京市,1100,杨瑞龙,中国人民大学,北京市,1100.0, 章逸然; 杨继东,2017-08-01,F
711,货币政策对民间借贷利率的作用机制与实施效果,经济研究,经济与管理,北京市,1100,潘彬,宁波大学,宁波市,3302.0, 金雯雯,2017-08-01,F;F
712,中国经济变革与能源和环境政策——首届中国能源与环境经济学者论坛综述,经济研究,经济与管理,北京市,1100,林伯强,厦门大学,厦门市,3502.0, 孙传旺; 姚昕,2017-09-01,F;F;X
713,均衡发展的隐形壁垒:方言、制度与技术扩散,经济研究,经济与管理,北京市,1100,林建浩,中山大学,广州市,4401.0, 赵子乐,2017-09-01,F;H
714,中国工业TFP的新产品动能变化研究,经济研究,经济与管理,北京市,1100,张海洋,浙江理工大学,杭州市,3301.0, 金则杨,2017-09-01,F;F
715,大国创新道路的经济学解析,经济研究,经济与管理,北京市,1100,欧阳峣,湖南师范大学,长沙市,4301.0, 汤凌霄,2017-09-01,F
716,中国家庭灾难性医疗支出与大病保险补偿模式评价研究,经济研究,经济与管理,北京市,1100,朱铭来,南开大学,天津市,1200.0, 于新亮; 王美娇; 熊先军,2017-09-01,F;F
717,供给侧结构性改革、货币政策与企业创新——第十届中国金融与投资论坛暨《2017中国金融发展报告》成果发布会综述,经济研究,经济与管理,北京市,1100,刘冬姣,中南财经政法大学,武汉市,4201.0, 冀志斌; 贾腾,2017-09-01,F;F;F
718,财政压力、产能过剩与供给侧改革,经济研究,经济与管理,北京市,1100,席鹏辉,中国社会科学院,北京市,1100.0, 梁若冰; 谢贞发; 苏国灿,2017-09-01,F;F
719,中国货币政策规则的比较分析——基于DSGE模型的三规则视角,经济研究,经济与管理,北京市,1100,王曦,中山大学,广州市,4401.0, 汪玲; 彭玉磊; 宋晓飞,2017-09-01,F
720,子女性别与父母幸福感,经济研究,经济与管理,北京市,1100,陆方文,中国人民大学,北京市,1100.0, 刘国恩; 李辉文,2017-10-01,C
721,开放经济下知识资本与全要素生产率——国际经验与中国启示,经济研究,经济与管理,北京市,1100,程惠芳,浙江工业大学,杭州市,3301.0, 陈超,2017-10-01,F;F
722,融资约束、创新能力与企业协同创新,经济研究,经济与管理,北京市,1100,周开国,中山大学,广州市,4401.0, 卢允之; 杨海生,2017-07-01,F;F
723,电子商务、搜寻成本与消费价格变化,经济研究,经济与管理,北京市,1100,孙浦阳,南开大学,天津市,1200.0, 张靖佳; 姜小雨,2017-07-01,F;F
725,城市劳动力市场中户籍歧视的变化:农民工的就业与工资,经济研究,经济与管理,北京市,1100,孙婧芳,中国社会科学院,北京市,1100.0,,2017-08-01,F;F
726,产业政策推动地方产业结构升级了吗?——基于发展型地方政府的理论解释与实证检验,经济研究,经济与管理,北京市,1100,韩永辉,广东外语外贸大学,广州市,4401.0, 黄亮雄; 王贤彬,2017-08-01,F
727,减税激励、研发操纵与研发绩效,经济研究,经济与管理,北京市,1100,杨国超,中南财经政法大学,武汉市,4201.0, 刘静; 廉鹏; 芮萌,2017-08-01,F;F
728,中国应加速推进资本账户开放吗?——基于DSGE的政策模拟研究,经济研究,经济与管理,北京市,1100,杨小海,复旦大学,上海市,3100.0, 刘红忠; 王弟海,2017-08-01,F
729,投资者对经济基本面的认知偏差会影响证券价格吗?——中美证券市场对比分析,经济研究,经济与管理,北京市,1100,崔丽媛,香港城市大学,香港,8100.0, 洪永淼,2017-08-01,F;F
730,医保政策精准扶贫效果研究——基于URBMI试点评估入户调查数据,经济研究,经济与管理,北京市,1100,黄薇,对外经济贸易大学,北京市,1100.0,,2017-09-01,F;R
731,人口结构与金融市场风险结构:风险厌恶的生命周期时变特征,经济研究,经济与管理,北京市,1100,易祯,首都经济贸易大学,北京市,1100.0, 朱超,2017-09-01,C;F;F
732,价值规律内因论与商品生产外因论——《孙冶方文集》序,经济研究,经济与管理,北京市,1100,冒天启,中国社会科学院,北京市,1100.0,,2017-09-01,F
733,公共转移支付对再分配及贫困的影响研究,经济研究,经济与管理,北京市,1100,解垩,山东大学,济南市,3701.0,,2017-09-01,F;F
734,代际流动性趋势及其分解:增长、排序与离散效应,经济研究,经济与管理,北京市,1100,李任玉,深圳大学,深圳市,4403.0, 陈悉榕; 甘犁,2017-09-01,F
735,金融地理结构如何影响企业生产率?——兼论金融供给侧结构性改革,经济研究,经济与管理,北京市,1100,陶锋,暨南大学,广州市,4401.0, 胡军; 李诗田; 韦锦祥,2017-09-01,F;F
736,不确定性与中国出口增长,经济研究,经济与管理,北京市,1100,鲁晓东,中山大学,广州市,4401.0, 刘京军,2017-09-01,F
737,长期经济增长的需求因素制约——政治经济学视角的增长理论与实践分析,经济研究,经济与管理,北京市,1100,郭克莎,华侨大学,泉州市,3505.0, 杨阔,2017-10-01,F;F
738,中国省际资本回报率与投资过度,经济研究,经济与管理,北京市,1100,柏培文,厦门大学,厦门市,3502.0, 许捷,2017-10-01,F
739,放松卖空管制、公司投资决策与期权价值,经济研究,经济与管理,北京市,1100,靳庆鲁,上海财经大学,上海市,3100.0, 侯青川; 李刚; 谢亚茜,2015-10-01,F
740,价值链贸易与经济周期的联动:国际规律及中国经验,经济研究,经济与管理,北京市,1100,潘文卿,清华大学,北京市,1100.0, 娄莹; 李宏彬,2015-11-01,F;F
741,突破经济增长减速的新要素供给理论、体制与政策选择,经济研究,经济与管理,北京市,1100,中国经济增长前沿课题组,中国社会科学院,北京市,1100.0, 张平; 刘霞辉; 袁富华; 陈昌兵,2015-11-01,F
742,农地经营权流转与农民劳动生产率提高:理论与实证,经济研究,经济与管理,北京市,1100,冒佩华,上海财经大学,上海市,3100.0, 徐骥; 贺小丹; 周亚虹,2015-11-01,F;F
743,企业社会责任与股价崩盘风险:“价值利器”或“自利工具”?,经济研究,经济与管理,北京市,1100,权小锋,苏州大学,苏州市,3205.0, 吴世农; 尹洪英,2015-11-01,F;F
744,互联网金融的发展、风险与监管——互联网金融发展高层论坛综述,经济研究,经济与管理,北京市,1100,互联网金融国家社科基金重大项目课题组,南京大学,南京市,3201.0, 张兵; 孙武军,2015-11-01,F;F
745,财政“省直管县”改革与基层政府税收竞争,经济研究,经济与管理,北京市,1100,王小龙,中国人民大学,北京市,1100.0, 方金金,2015-11-01,F
746,个体沟通、交易行为与信息优势:基于共同基金访问的证据,经济研究,经济与管理,北京市,1100,孔东民,中南财经政法大学,武汉市,4201.0, 刘莎莎; 陈小林; 邢精平,2015-11-01,F
747,中国金融市场的改革与创新——2015经济新常态下中国金融市场改革与创新高峰论坛综述,经济研究,经济与管理,北京市,1100,龙玉,上海财经大学,上海市,3100.0, 丛菲菲,2015-11-01,F
748,在总结探讨中国改革实践中推动政治经济学建设,经济研究,经济与管理,北京市,1100,刘伟,中国人民大学,北京市,1100.0,,2015-12-01,F
749,马克思主义经济学和中国新常态下的改革与发展——全国第九届马克思主义经济学发展与创新论坛综述,经济研究,经济与管理,北京市,1100,高保中,河南大学,开封市,4102.0, 赵学增,2015-12-01,F
750,引领新常态才有中高速,经济研究,经济与管理,北京市,1100,蔡昉,中国社会科学院,北京市,1100.0,,2015-12-01,F
751,中国经验与理论创新,经济研究,经济与管理,北京市,1100,樊纲,中国人民银行,北京市,1100.0,,2015-12-01,F
752,新常态下的经济学创新,经济研究,经济与管理,北京市,1100,钱颖一,清华大学,北京市,1100.0,,2015-12-01,F
753,“新常态”下中国经济发展和理论创新,经济研究,经济与管理,北京市,1100,姚树洁,重庆大学,重庆市,5000.0,,2015-12-01,F
754,经济增长进程中金融结构的边际效应演化分析,经济研究,经济与管理,北京市,1100,张成思,中国人民大学,北京市,1100.0, 刘贯春,2015-12-01,F;F
755,外商直接投资对东道国企业间工资差距的影响,经济研究,经济与管理,北京市,1100,周云波,中国特色社会主义经济建设协同创新中心,北京市,1100.0, 陈岑; 田柳,2015-12-01,F;F
756,互联网搜索行为能帮助我们预测宏观经济吗?,经济研究,经济与管理,北京市,1100,刘涛雄,清华大学,北京市,1100.0, 徐晓飞,2015-12-01,F
757,中央银行规避经济收缩和通胀偏好的模式与途径研究,经济研究,经济与管理,北京市,1100,刘金全,吉林大学,长春市,2201.0, 张小宇,2015-12-01,F
758,环境收益分配的不公平性及其转移机制,经济研究,经济与管理,北京市,1100,杨继生,华中科技大学,武汉市,4201.0, 徐娟,2016-01-01,X
759,城乡户籍歧视是否趋于止步——来自改革进程中的经验证据:1989-201,经济研究,经济与管理,北京市,1100,吴贾,暨南大学,广州市,4401.0, 姚先国; 张俊森,2015-11-01,D
760,"立足国内,放眼国际,聚力共促低碳经济发展——首届低碳经济论坛(武汉)综述",经济研究,经济与管理,北京市,1100,罗良文,中南财经政法大学,武汉市,4201.0, 雷鹏飞; 张万里,2015-11-01,F
761,跨国公司进入与中国制造业产业结构——基于全球价值链视角的研究,经济研究,经济与管理,北京市,1100,葛顺奇,南开大学,天津市,1200.0, 罗伟,2015-11-01,F;F
762,基于双边交易环境的中间商拍卖机制设计,经济研究,经济与管理,北京市,1100,宫汝凯,东华大学,上海市,3100.0, 孙宁; 王大中,2015-11-01,F
763,财政分权下的地方政府债券设计:不同发行方式与最优信息准确度,经济研究,经济与管理,北京市,1100,王永钦,复旦大学,上海市,3100.0, 戴芸; 包特,2015-11-01,F
764,基于零利率下限约束的宏观政策传导研究,经济研究,经济与管理,北京市,1100,马理,武汉大学,武汉市,4201.0, 娄田田,2015-11-01,F;F
765,非线性期望理论与基于模型不确定性的风险度量,经济研究,经济与管理,北京市,1100,宫晓琳,山东大学,济南市,3701.0, 杨淑振; 胡金焱; 张宁,2015-11-01,F
766,“中等教育陷阱”?——出口扩张、就业增长与个体教育决策,经济研究,经济与管理,北京市,1100,张川川,中央财经大学,北京市,1100.0,,2015-12-01,G;F
767,房地产驱动了中国经济周期吗?,经济研究,经济与管理,北京市,1100,何青,中国人民大学,北京市,1100.0, 钱宗鑫; 郭俊杰,2015-12-01,F;F
768,"立足实践发展,推进经济学研究深化",经济研究,经济与管理,北京市,1100,王国刚,中国社会科学院,北京市,1100.0,,2015-12-01,F
769,“新常态”下的经济和金融学理论创新,经济研究,经济与管理,北京市,1100,陈雨露,中国人民银行,北京市,1100.0,,2015-12-01,F;F
770,经济学在中国的发展方向和创新路径,经济研究,经济与管理,北京市,1100,田国强,上海财经大学,上海市,3100.0,,2015-12-01,F
771,"提倡定量评估社会经济政策,建设中国特色新型经济学智库",经济研究,经济与管理,北京市,1100,洪永淼,厦门大学,厦门市,3502.0,,2015-12-01,F
772,在“接地气”中实现中国经济学的创新,经济研究,经济与管理,北京市,1100,高培勇,中国社会科学院,北京市,1100.0,,2015-12-01,F
773,信息通信技术对中国经济增长的替代效应与渗透效应,经济研究,经济与管理,北京市,1100,蔡跃洲,中国社会科学院,北京市,1100.0, 张钧南,2015-12-01,F;F
774,谁更过度负债:国有还是非国有企业?,经济研究,经济与管理,北京市,1100,陆正飞,北京大学,北京市,1100.0, 何捷; 窦欢,2015-12-01,F
775,量化宽松政策、财富效应与企业出口,经济研究,经济与管理,北京市,1100,张靖佳,南开大学,天津市,1200.0, 孙浦阳; 刘澜飚,2015-12-01,F;F;F
776,异质出口倾向、学习效应与“低加成率陷阱”,经济研究,经济与管理,北京市,1100,刘啟仁,厦门大学,厦门市,3502.0, 黄建忠,2015-12-01,F
777,基于气候变化脆弱性的适应规划:一个福利经济学分析,经济研究,经济与管理,北京市,1100,郑艳,中国社会科学院,北京市,1100.0, 潘家华; 谢欣露; 周亚敏; 刘昌义,2016-02-01,F;P
778,中国雾霾污染治理的经济政策选择——基于空间溢出效应的视角,经济研究,经济与管理,北京市,1100,邵帅,上海财经大学,上海市,3100.0, 李欣; 曹建华; 杨莉莉,2016-09-01,X;X
779,动态环境税外部性、污染累积路径与长期经济增长——兼论环境税的开征时点选择问题,经济研究,经济与管理,北京市,1100,范庆泉,首都经济贸易大学,北京市,1100.0, 周县华; 张同斌,2016-08-01,X;F
780,碳排放的国家责任核算方案,经济研究,经济与管理,北京市,1100,彭水军,厦门大学,厦门市,3502.0, 张文城; 卫瑞,2016-03-01,X
781,独生子女政策的精神健康成本,经济研究,经济与管理,北京市,1100,谭之博,复旦大学,上海市,3100.0, 张晓波,2016-02-01,C;R
782,管治方式转变与经济发展——基于清代西南地区“改土归流”历史经验的考察,经济研究,经济与管理,北京市,1100,李楠,上海财经大学,上海市,3100.0, 林友宏,2016-07-01,D;F
783,腐败的困境:腐败本质的一项实验研究,经济研究,经济与管理,北京市,1100,姜树广,山东大学,济南市,3701.0, 陈叶烽,2016-01-01,D
784,学历分布、制度质量与地区经济增长路径的分岔,经济研究,经济与管理,北京市,1100,邓宏图,南开大学,天津市,1200.0, 宋高燕,2016-09-01,D;F
785,地方官员变更与企业风险——基于中国上市公司的经验证据,经济研究,经济与管理,北京市,1100,罗党论,中山大学,广州市,4401.0, 廖俊平; 王珏,2016-05-01,F;F;D
786,军民融合、经济增长与大国战略——首届军民融合推动经济转型发展论坛综述,经济研究,经济与管理,北京市,1100,鞠晓生,国防科学技术大学,长沙市,4301.0, 黄朝峰,2016-03-01,F;E
787,地区执法水平对中国区域金融发展的影响,经济研究,经济与管理,北京市,1100,罗煜,中国人民大学,北京市,1100.0, 何青; 薛畅,2016-07-01,F;D
788,《物权法》的实施与供应链金融——来自应收账款质押融资的经验证据,经济研究,经济与管理,北京市,1100,江伟,暨南大学,广州市,4401.0, 姚文韬,2016-01-01,D;F;F
789,个体行为与自我控制:一个理论综述,经济研究,经济与管理,北京市,1100,蒋军锋,西安理工大学,西安市,6101.0, 屈霞,2016-09-01,C
790,老龄化、人口迁移、金融杠杆与经济长周期,经济研究,经济与管理,北京市,1100,谭海鸣,清华大学,北京市,1100.0, 姚余栋; 郭树强; 宁辰,2016-02-01,C;F;F
791,企业风险与劳动收入份额:来自中国工业部门的证据,经济研究,经济与管理,北京市,1100,贾珅,国务院,北京市,1100.0, 申广军,2016-05-01,F;F;F
792,产业分工与劳动报酬份额,经济研究,经济与管理,北京市,1100,胡秋阳,南开大学,天津市,1200.0,,2016-02-01,F;F
793,员工下岗、家庭资源与子女教育,经济研究,经济与管理,北京市,1100,赵颖,中南财经政法大学,武汉市,4201.0,,2016-05-01,F;F;G
794,中国基础设施与非基础设施资本存量及其产出弹性估算,经济研究,经济与管理,北京市,1100,金戈,浙江财经大学,杭州市,3301.0,,2016-05-01,F
795,中国基础设施存量的再测算,经济研究,经济与管理,北京市,1100,胡李鹏,北京大学,北京市,1100.0, 樊纲; 徐建国,2016-08-01,F
796,论公有制与市场经济的有机结合,经济研究,经济与管理,北京市,1100,张宇,中国人民大学,北京市,1100.0,,2016-06-01,F;F
797,货币政策预期与通货膨胀管理——基于消息冲击的DSGE分析,经济研究,经济与管理,北京市,1100,王曦,中山大学,广州市,4401.0, 王茜; 陈中飞,2016-02-01,F;F;F
798,宏观政策转型、行政性干预调整与通胀预期管理,经济研究,经济与管理,北京市,1100,马文涛,西安交通大学,西安市,6101.0, 冯根福; 李成; 魏福成,2016-04-01,F;F
799,开发时滞、市场不确定性与城市蔓延,经济研究,经济与管理,北京市,1100,刘修岩,东南大学,南京市,3201.0, 李松林; 秦蒙,2016-08-01,F
800,正确认识和运用“看不见的手”和“看得见的手”——学习习近平总书记关于政府和市场关系的系列论述,经济研究,经济与管理,北京市,1100,王佳菲,中国社会科学院,北京市,1100.0,,2016-03-01,F
801,时变参数泰勒规则及央行货币政策取向研究,经济研究,经济与管理,北京市,1100,陈创练,华南师范大学,广州市,4401.0, 郑挺国; 姚树洁,2016-08-01,F;F
802,发展当代中国马克思主义政治经济学三题,经济研究,经济与管理,北京市,1100,张卓元,中国社会科学院,北京市,1100.0,,2016-03-01,F
803,我国公共医疗服务受益归宿及其收入分配效应——基于入户调查数据的微观分析,经济研究,经济与管理,北京市,1100,李永友,浙江财经大学,杭州市,3301.0, 郑春荣,2016-07-01,R
804,地区宗教传统与民营企业创始资金来源,经济研究,经济与管理,北京市,1100,辛宇,中山大学,广州市,4401.0, 李新春; 徐莉萍,2016-04-01,B;F
805,公平竞争与投资增长,经济研究,经济与管理,北京市,1100,龙小宁,厦门大学,厦门市,3502.0, 黄小勇,2016-07-01,D;F
806,偏向性政策、资源配置与国有企业效率,经济研究,经济与管理,北京市,1100,张天华,华南师范大学,广州市,4401.0, 张少华,2016-02-01,D;F;F
807,政治关联与经济增长——基于卫星灯光数据的研究,经济研究,经济与管理,北京市,1100,范子英,上海财经大学,上海市,3100.0, 彭飞; 刘冲,2016-01-01,D;F
