index,Unnamed: 0,Unnamed: 0.1,id,title,author,author_unit,mag_name,year_period,cited,download,keyword,abstract,fund,class_num,page_num,page_range,author_first,paper_num,aufw,content,cut_out,cutlength
50,50,50,51,2017年岭南宏观经济学研讨会;,,,管理世界;,2017-10-15,0,91,;,"<正>为推动宏观经济学研究发展、加强宏观经济学界学术交流,2017年岭南宏观经济学研讨会由中山大学岭南(大学)学院、中山大学中国转型与开放经济研究所主办,《管理世界》杂志协办,于2017年12月9~10日在中山大学举行。会议主题为""货币政策与财政政策的宏观经济效应""。本届研讨会现面向国内外关注宏观经济学的学者征稿,中英文不限,欢迎广大学者积极投稿,报告自己最新的研究",,分类号：F015-2,1,4,,,n,"2017年岭南宏观经济学研讨会;;;<正>为推动宏观经济学研究发展、加强宏观经济学界学术交流,2017年岭南宏观经济学研讨会由中山大学岭南(大学)学院、中山大学中国转型与开放经济研究所主办,《管理世界》杂志协办,于2017年12月9~10日在中山大学举行。会议主题为""货币政策与财政政策的宏观经济效应""。本届研讨会现面向国内外关注宏观经济学的学者征稿,中英文不限,欢迎广大学者积极投稿,报告自己最新的研究",岭南 宏观经济学 研讨会 正为 宏观经济学 发展 宏观 经济学界 学术交流 岭南 宏观经济学 研讨会 中山大学 岭南大学 学院 中山大学 转型 开放经济 研究所 主办 管理 世界 杂志 协办 年月日 中山大学 举行 会议主题 货币政策 财政政策 宏观经济 效应 本届 研讨会 现 面向 国内外 宏观经济学 学者 征稿 中英文 限 欢迎 广大 学者 积极 投稿 报告 最新 ,186
51,51,51,52,制度逃离还是创新驱动?——制度约束与民营企业的对外直接投资;,李新春; 肖宵,  中山大学管理学院  中山大学中国家族企业研究中心,管理世界;,2017-10-15,0,1379,"关键词：制度逃离;
创新驱动;
对外直接投资;
政治关联;
民营企业;","近年来,新兴经济体企业越来越多地进入发达经济体进行""逆向""投资,这一现象对主流国际商务理论提出了挑战。本文借助制度逃离理论对这一现象进行分析,探究制度因素对新兴经济体企业对外直接投资(OFDI)的影响。基于当前中国转型时期的制度背景,本文提出,不仅正式制度会影响企业OFDI,关系文化这一非正式制度也是影响企业进行OFDI的重要动因。除了制度方面的动因因素,本文同时将企业创新能力作为OFDI的动力因素纳入模型中。运用中国创业板民营企业2009~2013年的面板数据,本文验证了:(1)同正式制度一样,非正式制度方面的约束也会驱动新兴经济体企业进行OFDI;(2)企业政治关联则削弱了企业在制度约束下进行OFDI的动力;(3)企业创新能力是其在制度约束下成功实现OFDI开发国际创业机会的驱动力。本研究拓展和深化了新兴经济体企业制度逃离理论的分析框架,对民营企业国际化成长战略具有实践意义。",基金：国家自然科学基金重点项目(71232009)和面上项目(71672196)的资助；,分类号：F125;F276.5,20,99-112+129+188,李新春,,l,"制度逃离还是创新驱动?——制度约束与民营企业的对外直接投资;;关键词：制度逃离;
创新驱动;
对外直接投资;
政治关联;
民营企业;近年来,新兴经济体企业越来越多地进入发达经济体进行""逆向""投资,这一现象对主流国际商务理论提出了挑战。本文借助制度逃离理论对这一现象进行分析,探究制度因素对新兴经济体企业对外直接投资(OFDI)的影响。基于当前中国转型时期的制度背景,本文提出,不仅正式制度会影响企业OFDI,关系文化这一非正式制度也是影响企业进行OFDI的重要动因。除了制度方面的动因因素,本文同时将企业创新能力作为OFDI的动力因素纳入模型中。运用中国创业板民营企业2009~2013年的面板数据,本文验证了:(1)同正式制度一样,非正式制度方面的约束也会驱动新兴经济体企业进行OFDI;(2)企业政治关联则削弱了企业在制度约束下进行OFDI的动力;(3)企业创新能力是其在制度约束下成功实现OFDI开发国际创业机会的驱动力。本研究拓展和深化了新兴经济体企业制度逃离理论的分析框架,对民营企业国际化成长战略具有实践意义。",制度逃离 创新驱动 制度约束 民营企业 对外直接投资 关键词 制度逃离 创新驱动 对外直接投资 政治关联 民营企业 近年来 新兴经济体 企业 越来越 多地 进入 发达经济体 逆向 投资 这一 现象 主流 国际 商务 挑战 借助 制度逃离 现象 探究 制度因素 新兴经济体 企业 对外直接投资 转型时期 制度背景 正式制度 企业 文化 这一 非正式制度 企业 动因 制度 动因 企业 创新能力 动力 纳入 创业板 民营企业 验证 正式制度 非正式制度 约束 驱动 新兴经济体 企业 企业 政治关联 削弱 企业 制度约束 动力 企业 创新能力 制度约束 成功 开发 国际创业 机会 驱动力 拓展 深化 新兴经济体 企业 制度逃离 分析框架 民营企业 国际化 成长 战略 实践 意义 ,339
52,52,52,53,第十三届创业与家族企业成长国际研讨会(2017);,,,管理世界;,2017-10-15,0,129,;,"<正>""创业与家族企业成长国际研讨会""创办于2005年,已成功召开了12次大会。""第十三届创业与家族企业成长国际研讨会""将于2017年11月24日~26日于广州召开。本次会议由中山大学管理学院主办,浙江大学管理学院、中国管理学会创业与中小企业专业委员会、中国家族企业研究中心,以及《管理世界》和《管理学季刊》杂志等协办。(一)会议议题。会议议题包括但不限于以下方面:创业理论与研究方法、创业与创新、家族企业转型、传承与代际",,分类号：F276.5,1,4,,,n,"第十三届创业与家族企业成长国际研讨会(2017);;;<正>""创业与家族企业成长国际研讨会""创办于2005年,已成功召开了12次大会。""第十三届创业与家族企业成长国际研讨会""将于2017年11月24日~26日于广州召开。本次会议由中山大学管理学院主办,浙江大学管理学院、中国管理学会创业与中小企业专业委员会、中国家族企业研究中心,以及《管理世界》和《管理学季刊》杂志等协办。(一)会议议题。会议议题包括但不限于以下方面:创业理论与研究方法、创业与创新、家族企业转型、传承与代际",第十三届 创业 家族企业 成长 国际 研讨会 创业 家族企业 成长 国际 研讨会 创办 已 成功 召开 次 大会 第十三届 创业 家族企业 成长 国际 研讨会 年月日 日于 广州 召开 本次 会议 中山大学 管理 学院 主办 浙江大学 管理 学院 管理 学会 创业 中小企业 专业 委员会 家族企业研究 中心 管理 世界 管理学 季刊 杂志 协办 会议 议题 会议 议题 限于 以下 创业 研究方法 创业 创新 家族企业 转型 传承 代际 ,220
53,53,53,54,企业避税、债务融资与债务融资来源——基于所得税征管体制改革的断点回归分析;,刘行; 赵健宇; 叶康涛,  东北财经大学会计学院中国内部控制研究中心  北京大学光华管理学院  中国人民大学商学院,管理世界;,2017-10-15,0,1641,"关键词：企业避税;
债务融资;
正规金融;
商业信用;
断点回归;","本文利用我国2002年所得税征管体制改革这一""自然实验"",采用断点回归分析方法,考察企业避税程度变化如何影响其债务融资行为。我们发现,随着企业避税难度增加,企业总体负债率显著上升。但通过进一步区分债务融资来源,我们发现,企业避税难度增加并未导致具有利息税盾效应的正规金融融资的增加,这一结果不支持企业避税行为的""非债务税盾效应""假说,也与Graham和Tucker(2006)的开创性研究不符。进一步分析表明,企业避税难度增加会导致不具有利息税盾效应的商业信用负债的显著增加。这一效应在融资约束严重的企业、获取正规金融难度较大的企业和民营企业中更为明显,这一结果支持了企业避税行为的""现金流效应""假说。本文为企业避税活动与债务融资的负相关关系提供了更加契合中国制度背景的理论解释。此外,通过考察企业避税行为对财务杠杆的影响,本文也为当前的供给侧结构性改革提供了决策参考。","基金：国家自然科学基金(批准号:71402017；
71772029)；
中国会计学会全国会计重点科研课题(项目号:2015KJA009)的资助；",分类号：F275;F812.42,20,113-129,刘行,1.0,l,"企业避税、债务融资与债务融资来源——基于所得税征管体制改革的断点回归分析;;关键词：企业避税;
债务融资;
正规金融;
商业信用;
断点回归;本文利用我国2002年所得税征管体制改革这一""自然实验"",采用断点回归分析方法,考察企业避税程度变化如何影响其债务融资行为。我们发现,随着企业避税难度增加,企业总体负债率显著上升。但通过进一步区分债务融资来源,我们发现,企业避税难度增加并未导致具有利息税盾效应的正规金融融资的增加,这一结果不支持企业避税行为的""非债务税盾效应""假说,也与Graham和Tucker(2006)的开创性研究不符。进一步分析表明,企业避税难度增加会导致不具有利息税盾效应的商业信用负债的显著增加。这一效应在融资约束严重的企业、获取正规金融难度较大的企业和民营企业中更为明显,这一结果支持了企业避税行为的""现金流效应""假说。本文为企业避税活动与债务融资的负相关关系提供了更加契合中国制度背景的理论解释。此外,通过考察企业避税行为对财务杠杆的影响,本文也为当前的供给侧结构性改革提供了决策参考。",企业避税 债务融资 债务融资 来源 所得税 征管 体制改革 断点回归 关键词 企业避税 债务融资 正规金融 商业信用 断点回归 所得税 征管 体制改革 这一 自然实验 断点回归 分析方法 企业避税 变化 债务融资 企业避税 难度 企业 总体 负债率 上升 区分 债务融资 来源 企业避税 难度 并未 利息税 盾 效应 正规金融 融资 这一 支持 企业避税 非 债务税盾 效应 假说 开创性 不符 分析表明 企业避税 难度 利息税 盾 效应 商业信用 负债 这一 效应 融资约束 严重 企业 获取 正规金融 难度 较大 企业 民营企业 更为 明显 这一 支持 企业避税 现金流 效应 假说 企业避税 活动 债务融资 负相关 提供 更加 契合 制度背景 理论解释 通过考察 企业避税 财务 杠杆 供给侧结构性 改革 提供 决策 参考 ,365
54,54,54,55,海外子公司角色分类及其与管控方式的匹配效应——一项双层多案例定性比较分析;,郝瑾; 王凤彬; 王璁,  西藏民族大学管理学院  中国人民大学商学院,管理世界;,2017-10-15,1,1218,"关键词：海外子公司角色;
管控方式;
差异化匹配;
主导性;
合作性;","尽管复杂组织管控难以适用某种划一的""理想""模式已成为共识,但相关研究仍停留在权变原理层面上。本文将定性比较分析(QCA)方法用于跨案例比较分析中,对跨国企业海外子公司角色及其与管控方式的匹配关系进行了构型研究。首先借鉴""MOA""(动机—能力—机会)框架从海外子公司设立动机、学习能力与当地环境机会三维度结合的角度,构建了一个用以系统分析子公司角色的整合性研究框架,区分出""执行者""、""当地调适者""、""业务重组者""、""能力重构者""、""停滞者""、""观察者""、""引领者""和""创新平台""8种角色类型;在海外子公司角色普遍性分类的基础上,以主导性和合作性两种行为结果为被解释变量,通过企业内部和跨企业两层的多子公司案例比较,以QCA条件构型具体解释了不同类型角色与管控方式的适配效应。研究表明,子公司角色与分权程度不同的管控方式之间存在差异化匹配关系,并且管控模式界定越细致,越利于子公司实现稳定的行为结果。本文丰富和拓展了海外子公司管理理论,推动了复杂组织构型研究的发展,并为跨国企业通过角色分类差异化处理母子公司关系提供了实践指导。",基金：国家自然科学基金项目“中国大型企业集团管控模式的多样性与演进路径研究”(71372158)的资助；,分类号：F276.7,20,150-171,郝瑾,1.0,h,"海外子公司角色分类及其与管控方式的匹配效应——一项双层多案例定性比较分析;;关键词：海外子公司角色;
管控方式;
差异化匹配;
主导性;
合作性;尽管复杂组织管控难以适用某种划一的""理想""模式已成为共识,但相关研究仍停留在权变原理层面上。本文将定性比较分析(QCA)方法用于跨案例比较分析中,对跨国企业海外子公司角色及其与管控方式的匹配关系进行了构型研究。首先借鉴""MOA""(动机—能力—机会)框架从海外子公司设立动机、学习能力与当地环境机会三维度结合的角度,构建了一个用以系统分析子公司角色的整合性研究框架,区分出""执行者""、""当地调适者""、""业务重组者""、""能力重构者""、""停滞者""、""观察者""、""引领者""和""创新平台""8种角色类型;在海外子公司角色普遍性分类的基础上,以主导性和合作性两种行为结果为被解释变量,通过企业内部和跨企业两层的多子公司案例比较,以QCA条件构型具体解释了不同类型角色与管控方式的适配效应。研究表明,子公司角色与分权程度不同的管控方式之间存在差异化匹配关系,并且管控模式界定越细致,越利于子公司实现稳定的行为结果。本文丰富和拓展了海外子公司管理理论,推动了复杂组织构型研究的发展,并为跨国企业通过角色分类差异化处理母子公司关系提供了实践指导。",海外 子公司 角色 分类 管控方式 匹配 效应 一项 双层 案例 定性 比较分析 关键词 海外 子公司 角色 管控方式 差异化匹配 主导性 合作性 复杂 组织管控 难以 适用 某种 划一 理想 模式 已 共识 仍停留 权变 原理 层面 定性 比较分析 用于 跨 案例 比较分析 跨国企业 海外 子公司 角色 管控方式 匹配 构型 借鉴 动机 能力 机会 框架 海外 子公司 设立 动机 学习 能力 当地 环境 机会 三 维度 结合 角度 用以 系统分析 子公司 角色 整合性 框架 区分 执行者 当地 调适 重组 能力 重构 停滞 观察者 引领者 创新 平台 种 角色 类型 海外 子公司 角色 普遍性 分类 上以 主导性 合作性 两种 解释 企业 内部 跨 企业 两层 子公司 案例 比较 构型 具体 解释 类型 角色 管控方式 适配 效应 子公司 角色 分权 管控方式 差异化匹配 管控 模式 界定 细致 利于 子公司 稳定 丰富 拓展 海外 子公司 管理 复杂 组织 构型 发展 跨国企业 角色 分类 差异化 处理 母子公司 提供 实践 指导 ,475
55,55,55,56,控股股东股权质押与审计师风险应对;,翟胜宝; 许浩然; 刘耀淞; 唐玮,  安徽财经大学会计学院  东北财经大学会计学院中国内部控制研究中心  中国人民大学商学院,管理世界;,2017-10-15,3,1239,"关键词：股权质押;
控股股东;
审计投入;
审计收费;
审计意见;","本文以2003~2015年我国A股上市公司为研究样本,考察了控股股东股权质押对审计师风险应对行为的影响。研究发现,对于存在控股股东股权质押的公司,审计师会增加审计投入、收取更多的审计费用且出具更多的非标准无保留审计意见。进一步的机制检验表明,控制股东股权质押增大了审计师面临的业务风险和审计风险,进而导致了审计师的上述风险应对行为。此外,本文还发现:(1)相对于非国有企业而言,审计师针对控股股东股权质押的风险应对行为在国有企业里显著弱化;(2)相对于非国际四大会计师事务所而言,国际四大会计师事务所针对控股股东股权质押的风险应对行为更加明显,但主要体现在增加审计投入和收取更多的审计费用两个方面。本文丰富了控股股东股权质押经济后果和审计师风险应对行为领域的研究成果,有关结论对于上市公司和监管部门具有重要的参考价值。","基金：国家自然科学基金重点项目(71132004)；
国家自然科学基金一般项目(71472001,71572001)；
国家社会科学基金一般项目(14BJY206,15BJY145)；
安徽高校自然科学研究重点项目(KJ2017A431)；
中国内部控制研究中心对本研究的资助和支持；",分类号：F239.4;F832.4,20,51-65,翟胜宝,1.0,d,"控股股东股权质押与审计师风险应对;;关键词：股权质押;
控股股东;
审计投入;
审计收费;
审计意见;本文以2003~2015年我国A股上市公司为研究样本,考察了控股股东股权质押对审计师风险应对行为的影响。研究发现,对于存在控股股东股权质押的公司,审计师会增加审计投入、收取更多的审计费用且出具更多的非标准无保留审计意见。进一步的机制检验表明,控制股东股权质押增大了审计师面临的业务风险和审计风险,进而导致了审计师的上述风险应对行为。此外,本文还发现:(1)相对于非国有企业而言,审计师针对控股股东股权质押的风险应对行为在国有企业里显著弱化;(2)相对于非国际四大会计师事务所而言,国际四大会计师事务所针对控股股东股权质押的风险应对行为更加明显,但主要体现在增加审计投入和收取更多的审计费用两个方面。本文丰富了控股股东股权质押经济后果和审计师风险应对行为领域的研究成果,有关结论对于上市公司和监管部门具有重要的参考价值。",控股股东 股权质押 审计师 风险 应对 关键词 股权质押 控股股东 审计投入 审计收费 审计意见 以年 股 上市公司 控股股东 股权质押 审计师 风险 应对 控股股东 股权质押 公司 审计师 审计投入 收取 审计 费用 出具 非标准 无保留 审计意见 机制 检验 控制 股东 股权质押 增大 审计师 风险 审计 风险 审计师 上述 风险 应对 还 相对 非国有企业 审计师 控股股东 股权质押 风险 应对 国有企业 里 弱化 相对 非 国际 四大 会计师事务所 国际 四大 会计师事务所 控股股东 股权质押 风险 应对 更加 明显 体现 审计投入 收取 审计 费用 两个 丰富 控股股东 股权质押 经济后果 审计师 风险 应对 研究成果 结论 上市公司 监管部门 参考价值 ,337
56,56,56,57,新三板的发展瓶颈与对策研究;,齐杏发,  华东师范大学,管理世界;,2017-10-15,1,333,"关键词：新三板;
发展瓶颈;
政策供给;
对策;","新三板市场在大扩容后,面临发展瓶颈,表现在优质企业不断流失、融资日益困难、金融诈骗与犯罪与日俱增、定价功能受限等方面。各种制度设计导致的新三板与A股市场估值的巨大差异,是当前局面的形成基础性原因;信息披露的真实性难以保证打击了投资者信心;政府监管和制度建设跟不上新三板的新形势制约了市场发展;过高的投资者门槛直接影响到资金的供需平衡。建议新三板在现有分层基础上划分出精选层,通过适当降低投资者门槛、改善交易方式、建设对接A股的转板通道等举措,适当提高估值水平;加强政府监管,尽快出台针对挂牌企业和中介机构的各项约束与惩罚机制,提升信息披露质量;在交易方式等方面,有针对性地进行改革,满足市场发展的急切需要。",,分类号：F832.51,2,180-181,齐杏发,1.0,q,"新三板的发展瓶颈与对策研究;;关键词：新三板;
发展瓶颈;
政策供给;
对策;新三板市场在大扩容后,面临发展瓶颈,表现在优质企业不断流失、融资日益困难、金融诈骗与犯罪与日俱增、定价功能受限等方面。各种制度设计导致的新三板与A股市场估值的巨大差异,是当前局面的形成基础性原因;信息披露的真实性难以保证打击了投资者信心;政府监管和制度建设跟不上新三板的新形势制约了市场发展;过高的投资者门槛直接影响到资金的供需平衡。建议新三板在现有分层基础上划分出精选层,通过适当降低投资者门槛、改善交易方式、建设对接A股的转板通道等举措,适当提高估值水平;加强政府监管,尽快出台针对挂牌企业和中介机构的各项约束与惩罚机制,提升信息披露质量;在交易方式等方面,有针对性地进行改革,满足市场发展的急切需要。",新三板 发展瓶颈 对策研究 关键词 新三板 发展瓶颈 政策供给 对策 新三板市场 大 扩容 发展瓶颈 优质 企业 不断 流失 融资 日益 困难 金融 诈骗 犯罪 与日俱增 定价功能 受限 制度设计 新三板 股 市场 估值 巨大 局面 基础性 原因 信息披露 真实性 难以 保证 打击 投资者信心 政府监管 制度建设 跟不上 新三板 新 形势 制约 市场发展 过高 投资者 门槛 直接 资金 供需平衡 建议 新三板 现有 分层 划分 精选 层 适当 投资者 门槛 改善 交易方式 建设 对接 股 转板 通道 举措 适当 估值 政府监管 尽快 出台 挂牌 企业 中介机构 各项 约束 惩罚 机制 信息披露质量 交易方式 针对性 改革 满足 市场发展 急切需要 ,328
57,57,57,58,中国企业管理案例与质性研究论坛(2017);,,  中国人民大学商学院  《管理世界》编辑部,管理世界;,2017-10-15,0,224,;,"<正>""中国企业管理案例与质性研究论坛""(以下简称""论坛"")是探索与提炼中国特色管理理论、推广案例与质性研究方法的最重要学术平台,由中国人民大学商学院和《管理世界》期刊长期合作主办、2017年双方将第十一次携手合作,在11月的第二个周末(11~12日)在武汉举办论坛。本届论坛主题为""双创时代的管理最佳实践与理论构建""。论坛面向海内外学者征集高质量研究型案例和质性研究论文,要求以第一手资料为主撰写。征文范围覆盖工商管理各学科,特别欢迎基于有特色的本土企业管理实践的理",,分类号：+,1,4,,,n,"中国企业管理案例与质性研究论坛(2017);;;<正>""中国企业管理案例与质性研究论坛""(以下简称""论坛"")是探索与提炼中国特色管理理论、推广案例与质性研究方法的最重要学术平台,由中国人民大学商学院和《管理世界》期刊长期合作主办、2017年双方将第十一次携手合作,在11月的第二个周末(11~12日)在武汉举办论坛。本届论坛主题为""双创时代的管理最佳实践与理论构建""。论坛面向海内外学者征集高质量研究型案例和质性研究论文,要求以第一手资料为主撰写。征文范围覆盖工商管理各学科,特别欢迎基于有特色的本土企业管理实践的理",企业 管理 案例 质性 论坛 企业 管理 案例 质性 论坛 以下 简称 论坛 探索 提炼 中国特色 管理 推广 案例 质性 研究方法 最 学术 平台 中国人民大学 商学院 管理 世界 期刊 长期 合作 主办 双方 第十一次 携手 合作 月 第二个 周末 日 武汉 举办 论坛 本届 论坛 主题 双创 时代 管理 最佳 实践 论坛 面向 海内外 学者 征集 高质量 研究型 案例 质性 论文 要求 第一手 资料 为主 撰写 征文 范围 覆盖 工商管理 各学科 特别 欢迎 特色 本土企业 管理 实践 理 ,251
58,58,58,59,我国海上运输通道公共安全保障能力:结构与优化;,马晓雪; 贾世娜; 韩依潼,  大连海事大学公共管理与人文学院,管理世界;,2017-09-15,0,221,"关键词：海上运输通道;
公共安全保障能力;
结构要素;
优化路径;","海上运输通道风险及威胁的日益增多决定了海上运输通道公共安全保障的迫切性与必要性。但由于海上运输通道风险因素的复杂多样,使其很难从中准确识别关键因素,使得海上运输通道公共安全保障能力优化过程受阻。本文在对我国目前海上运输通道公共安全保障面临的困难和挑战进行系统性梳理和分析的基础上,利用系统安全理论,将海上运输通道公共安全保障能力视为一个""系统"",对海上运输通道公共安全保障能力进行结构分析。基于此,从优化公共安全保障顶层设计、搭建海上运输通道公共安全保障网络信息平台、强化公共资源投入、加快海洋法规制度建设,以及构建安全保障主体多元协同机制和提高海洋外交力等6个方面提出了优化我国海上运输通道公共安全保障能力的有效途径。",基金：国家社会科学基金项目(14BZZ070)的资助；,分类号：D63;F552,9,8-16,马晓雪,1.0,m,"我国海上运输通道公共安全保障能力:结构与优化;;关键词：海上运输通道;
公共安全保障能力;
结构要素;
优化路径;海上运输通道风险及威胁的日益增多决定了海上运输通道公共安全保障的迫切性与必要性。但由于海上运输通道风险因素的复杂多样,使其很难从中准确识别关键因素,使得海上运输通道公共安全保障能力优化过程受阻。本文在对我国目前海上运输通道公共安全保障面临的困难和挑战进行系统性梳理和分析的基础上,利用系统安全理论,将海上运输通道公共安全保障能力视为一个""系统"",对海上运输通道公共安全保障能力进行结构分析。基于此,从优化公共安全保障顶层设计、搭建海上运输通道公共安全保障网络信息平台、强化公共资源投入、加快海洋法规制度建设,以及构建安全保障主体多元协同机制和提高海洋外交力等6个方面提出了优化我国海上运输通道公共安全保障能力的有效途径。",海上运输通道 公共安全 保障 能力 结构 优化 关键词 海上运输通道 公共安全 保障 能力 结构要素 优化路径 海上运输通道 风险 威胁 日益 增多 决定 海上运输通道 公共安全 保障 迫切性 必要性 海上运输通道 风险 复杂 多样 使 很 难 从中 准确 识别 关键因素 海上运输通道 公共安全 保障 能力 优化 受阻 目前 海上运输通道 公共安全 保障 困难 挑战 系统性 系统安全 海上运输通道 公共安全 保障 能力 视为 系统对 海上运输通道 公共安全 保障 能力 结构 优化 公共安全 保障 顶层设计 搭建 海上运输通道 公共安全 保障 网络信息 平台 强化 公共资源 投入 加快 海洋 法规 制度建设 安全 保障 主体 多元 协同 机制 海洋 外交 力等个 优化 海上运输通道 公共安全 保障 能力 有效途径 ,361
59,59,59,60,大数据与城市应急管理:态势、挑战与展望;,吴志敏,  温州大学法政学院,管理世界;,2017-09-15,2,611,"关键词：大数据;
城市;
应急管理;
突发安全事件;","大数据技术当前已经进入国内外城市应急管理实践之中,但依然存在研究视野、管理机制与数据平台等诸多方面的问题,亟待进一步强化大数据进入城市应急管理的能力和效果。展望大数据与城市应急管理的未来,应当从3个方面发展城市应急管理大数据应用:深化城市应急管理大数据应用的研究层次,提高城市应急管理机制的大数据适应性,构建城市应急管理大数据综合平台。","基金：国家社科基金青年项目(11CGL089)；
浙江省哲学社会科学规划“之江青年项目”(13ZJQN027YB)；
温州市哲学社科规划项目(17wsk049)；
温州市社科规划项目(17wsk088)的阶段成果；",分类号：D63;F299.2;F49,2,170-171,吴志敏,1.0,w,"大数据与城市应急管理:态势、挑战与展望;;关键词：大数据;
城市;
应急管理;
突发安全事件;大数据技术当前已经进入国内外城市应急管理实践之中,但依然存在研究视野、管理机制与数据平台等诸多方面的问题,亟待进一步强化大数据进入城市应急管理的能力和效果。展望大数据与城市应急管理的未来,应当从3个方面发展城市应急管理大数据应用:深化城市应急管理大数据应用的研究层次,提高城市应急管理机制的大数据适应性,构建城市应急管理大数据综合平台。",大数据 城市 应急管理 态势 挑战 展望 关键词 大数据 城市 应急管理 突发安全事件 大数据 技术 已经 进入 国内外 城市 应急管理 实践 之中 依然 视野 管理机制 平台 诸多方面 亟待 强化 大数据 进入 城市 应急管理 能力 效果 展望 大数据 城市 应急管理 未来 应当 从个 发展 城市 应急管理 大数据 深化 城市 应急管理 大数据 层次 城市 应急 管理机制 大数据 适应性 城市 应急管理 大数据 综合 平台 ,215
60,60,60,61,婚姻匹配、代际流动与家庭模式的个税改革;,刘怡; 李智慧; 耿志祥,  北京大学经济学院  武汉大学经济与管理学院,管理世界;,2017-09-15,0,665,"关键词：婚姻匹配;
代际流动;
个税改革;
家庭模式;","从微观机理上分析婚姻匹配对代际流动性的影响,可以为我国个人所得税的改革提供理论依据。本文通过建立婚姻匹配模型,利用2010~2014年CFPS数据,研究了婚姻匹配对代际流动性的影响。研究表明:2014年我国的代际收入弹性约为0.42,儿子和女儿代际收入弹性分别约为0.45和0.40,代际流动性偏低;父代收入对子女配偶的收入影响十分显著,2014年父媳和父婿收入弹性分别约为0.25和0.36,且后者高于前者,表明婚姻匹配,尤其是对女性而言,是形成代际传递的重要机制。研究还表明,父代收入对子代配偶的受教育程度产生显著的正向影响,说明婚姻市场的教育匹配机制是形成代际传递的重要渠道。本文的政策含义表明,婚姻匹配使得家庭收入分配不平等,需要在个税改革中考虑家庭收入差异,采用以家庭为单位的个税征收模式,缩小家庭收入差距,从而降低社会收入不平等程度;另外,应采用居住地税收分享原则,有效匹配居民的纳税义务与公共服务供给,增加公共教育支出,提高低收入家庭的受教育机会,缩小家庭收入能力差距。",,分类号：C913.1;F812.42,20,60-72,刘怡,,l,"婚姻匹配、代际流动与家庭模式的个税改革;;关键词：婚姻匹配;
代际流动;
个税改革;
家庭模式;从微观机理上分析婚姻匹配对代际流动性的影响,可以为我国个人所得税的改革提供理论依据。本文通过建立婚姻匹配模型,利用2010~2014年CFPS数据,研究了婚姻匹配对代际流动性的影响。研究表明:2014年我国的代际收入弹性约为0.42,儿子和女儿代际收入弹性分别约为0.45和0.40,代际流动性偏低;父代收入对子女配偶的收入影响十分显著,2014年父媳和父婿收入弹性分别约为0.25和0.36,且后者高于前者,表明婚姻匹配,尤其是对女性而言,是形成代际传递的重要机制。研究还表明,父代收入对子代配偶的受教育程度产生显著的正向影响,说明婚姻市场的教育匹配机制是形成代际传递的重要渠道。本文的政策含义表明,婚姻匹配使得家庭收入分配不平等,需要在个税改革中考虑家庭收入差异,采用以家庭为单位的个税征收模式,缩小家庭收入差距,从而降低社会收入不平等程度;另外,应采用居住地税收分享原则,有效匹配居民的纳税义务与公共服务供给,增加公共教育支出,提高低收入家庭的受教育机会,缩小家庭收入能力差距。",婚姻匹配 代际流动 家庭模式 个税改革 关键词 婚姻匹配 代际流动 个税改革 家庭模式 微观 机理 婚姻匹配 代际流动性 个人所得税 改革 提供 理论依据 婚姻匹配 婚姻匹配 代际流动性 代际收入弹性 约 儿子 女儿 代际收入弹性 分别 约 代际流动性 偏低 父代 收入 子女 配偶 收入 十分 父媳 父婿 收入 弹性 分别 约 后者 高于 婚姻匹配 尤其 女性 代际 传递 机制 还 父代 收入 子代 配偶 受 教育 正向 说明 婚姻市场 教育 匹配 机制 代际 传递 渠道 政策 含义 婚姻匹配 家庭收入 分配 不平等 个税改革 家庭 收入差异 家庭 单位 税 征收 模式 缩小 家庭 收入差距 社会 收入不平等 居住地 税收 分享 原则 匹配 居民 纳税 义务 公共服务 供给 公共 教育支出 低收入 家庭 受 教育机会 缩小 家庭收入 能力 差距 ,378
