,mag_name,cited,download,guanxi1,guanxi2
2254,经济研究,208,5545,False,False
2255,经济研究,247,6478,False,False
2256,经济研究,170,3903,False,False
2257,经济研究,415,5763,False,False
2258,经济研究,1193,15758,False,False
2260,经济研究,33,3523,True,True
2261,经济研究,571,9840,False,False
2262,经济研究,266,4221,False,False
2263,经济研究,492,7286,False,False
2264,经济研究,77,3183,False,False
2265,经济研究,21,1478,True,True
2266,经济研究,168,4378,False,False
2267,经济研究,137,4143,False,False
2269,经济研究,205,5649,True,True
2270,经济研究,175,6310,True,True
2272,经济研究,551,8486,False,False
2273,经济研究,5,3582,True,True
2274,经济研究,32,2743,False,False
2275,经济研究,152,4383,True,True
2276,经济研究,175,6594,False,False
2277,经济研究,447,7906,False,False
2278,经济研究,85,3786,False,False
2279,经济研究,195,7595,False,False
2280,经济研究,0,666,False,False
2281,经济研究,44,1273,False,False
2282,经济研究,78,2385,True,True
2283,经济研究,70,3809,False,False
2284,经济研究,280,3621,False,False
2285,经济研究,224,7738,False,False
2286,经济研究,8,1747,True,True
2287,经济研究,74,1981,True,True
2288,经济研究,35,1603,False,False
2289,经济研究,151,4376,False,False
2290,经济研究,115,4386,False,False
2291,经济研究,194,3466,False,False
2292,经济研究,109,4304,False,False
2293,经济研究,139,3453,False,False
2294,经济研究,53,2123,False,False
2295,经济研究,16,1050,False,False
2296,经济研究,2,865,False,False
2297,经济研究,10,768,True,True
2298,经济研究,236,5813,False,False
2299,经济研究,520,7048,False,False
2300,经济研究,78,3190,True,True
2301,经济研究,121,2249,True,True
2302,经济研究,31,1742,False,False
2303,经济研究,219,5270,False,False
2304,经济研究,64,2498,False,False
2305,经济研究,0,404,False,False
2306,经济研究,10,1867,False,False
2307,经济研究,154,3908,False,False
2308,经济研究,281,6157,False,False
2309,经济研究,137,3424,False,False
2310,经济研究,200,5975,False,False
2311,经济研究,281,13161,True,True
2312,经济研究,528,10599,False,False
2313,经济研究,184,4178,False,False
2314,经济研究,26,2423,True,True
2315,经济研究,73,2879,False,False
2316,经济研究,26,2689,True,True
2317,经济研究,20,1170,True,True
2318,经济研究,107,3137,False,False
2319,经济研究,109,2553,False,False
2321,经济研究,200,4823,False,False
2322,经济研究,175,4762,False,False
2323,经济研究,70,1744,True,True
2324,经济研究,187,4726,True,True
2325,经济研究,14,989,False,False
2326,经济研究,251,2795,False,False
2327,经济研究,589,5476,False,False
2328,经济研究,124,4126,False,False
2329,经济研究,53,2368,False,False
2330,经济研究,451,8793,False,False
2331,经济研究,78,2122,False,False
2332,经济研究,226,4165,False,False
2333,经济研究,286,6402,False,False
2334,经济研究,32,1958,False,False
2335,经济研究,123,10908,False,False
2336,经济研究,400,10348,False,False
2337,经济研究,42,3418,False,False
2338,经济研究,178,4692,False,False
2339,经济研究,148,4531,False,False
2340,经济研究,14,1889,True,True
2341,经济研究,124,5154,False,False
2342,经济研究,110,5177,False,False
2343,经济研究,285,10714,False,False
2344,经济研究,1,771,False,False
2345,经济研究,98,5136,False,False
2346,经济研究,18,1056,False,False
2347,经济研究,296,6280,False,False
2348,经济研究,471,9423,False,False
2349,经济研究,77,2919,False,False
2350,经济研究,563,7114,False,False
2351,经济研究,527,9476,True,True
2352,经济研究,429,8831,False,False
2353,经济研究,134,3075,False,False
2354,经济研究,279,5216,False,False
2355,经济研究,130,3821,False,False
2356,经济研究,317,4612,False,False
2357,经济研究,87,3630,False,False
2358,经济研究,139,2611,False,False
2359,经济研究,201,4446,False,False
2360,经济研究,218,6351,False,False
2361,经济研究,4196,60003,False,False
2362,经济研究,1817,20395,False,False
2363,经济研究,119,7140,False,False
2364,经济研究,73,2328,False,False
2365,经济研究,817,19335,False,False
2366,经济研究,183,3274,False,False
2367,经济研究,160,1943,True,True
2368,经济研究,306,7666,False,False
2369,经济研究,37,2541,True,True
2370,经济研究,83,4056,False,False
2372,经济研究,520,13316,False,False
2373,经济研究,342,9103,False,False
2374,经济研究,30,2249,False,False
2375,经济研究,79,2937,False,False
2376,经济研究,27,1223,False,True
2377,经济研究,135,6724,False,False
2378,经济研究,368,7449,False,False
2379,经济研究,282,5136,False,False
2380,经济研究,99,4014,False,False
2381,经济研究,186,4114,False,False
2382,经济研究,87,2018,False,False
2383,经济研究,434,8750,True,True
2384,经济研究,109,2961,False,False
2385,经济研究,237,5863,False,False
2386,经济研究,218,5912,False,False
2387,经济研究,156,3251,False,False
2388,经济研究,192,3527,False,False
2389,经济研究,31,1246,False,False
2390,经济研究,1022,9555,False,False
2391,经济研究,115,2062,False,False
2392,经济研究,147,3164,False,False
2393,经济研究,574,6486,False,False
2394,经济研究,865,8898,True,True
2395,经济研究,1506,14907,False,False
2396,经济研究,57,2460,False,False
2397,经济研究,24,6526,True,True
2398,经济研究,133,3632,False,False
2399,经济研究,24,1420,False,False
2400,经济研究,215,1939,False,False
2401,经济研究,75,2605,False,False
2402,经济研究,621,5668,False,False
2403,经济研究,0,530,False,False
2404,经济研究,165,3703,False,False
2405,经济研究,366,9784,False,False
2406,经济研究,44,2550,False,False
2407,经济研究,174,3835,False,False
2408,经济研究,446,9334,True,True
2409,经济研究,332,5090,False,False
2410,经济研究,116,5048,False,False
2411,经济研究,2191,19125,False,False
2412,经济研究,216,4818,False,False
2413,经济研究,29,1606,False,False
2414,经济研究,29,1629,False,False
2415,经济研究,768,8138,False,False
2416,经济研究,244,10031,False,False
2417,经济研究,5,1242,False,False
2418,经济研究,641,18279,False,False
2419,经济研究,11,1384,True,True
2420,经济研究,179,2553,True,True
2421,经济研究,39,1669,False,False
2422,经济研究,449,5235,False,False
2423,经济研究,120,3112,False,False
2424,经济研究,178,2680,False,False
2425,经济研究,195,4107,False,False
2426,经济研究,330,8476,False,False
2427,经济研究,91,2400,True,True
2428,经济研究,55,2173,True,True
2429,经济研究,419,7545,False,False
2430,经济研究,493,6802,False,False
2431,经济研究,311,5342,False,False
2432,经济研究,141,2589,False,False
2433,经济研究,182,3208,False,False
2434,经济研究,90,3041,False,False
2435,经济研究,307,4444,False,False
2436,经济研究,413,4784,False,False
2437,经济研究,0,373,True,True
2438,经济研究,57,997,True,True
2440,经济研究,523,6098,False,False
2441,经济研究,431,4075,False,False
2442,经济研究,101,2166,False,False
2443,经济研究,88,2541,False,False
2444,经济研究,570,7225,True,True
2445,经济研究,403,5690,False,False
2446,经济研究,99,2514,True,True
2448,经济研究,213,3503,False,False
2449,经济研究,263,5599,False,False
2450,经济研究,150,2504,False,False
2451,经济研究,1074,14131,False,False
2452,经济研究,74,2746,False,False
2453,经济研究,149,4253,False,False
2454,经济研究,146,2653,False,False
2455,经济研究,371,6194,False,False
2456,经济研究,262,4678,False,False
2457,经济研究,322,6752,False,False
2458,经济研究,251,4548,False,False
2459,经济研究,245,7833,False,False
2460,经济研究,307,7706,False,False
2461,经济研究,145,3136,True,True
2462,经济研究,20,1146,False,False
2463,经济研究,929,8922,False,False
2464,经济研究,147,2715,False,False
2465,经济研究,92,2021,False,False
2466,经济研究,463,8183,False,False
2467,经济研究,209,3008,False,False
2468,经济研究,218,4372,False,False
2469,经济研究,114,2520,False,False
2470,经济研究,28,1720,False,False
2471,经济研究,7,1099,False,False
2472,经济研究,398,6771,False,False
2473,经济研究,153,3704,False,False
2474,经济研究,129,2782,False,False
2475,经济研究,64,3313,False,False
2476,经济研究,144,2119,False,False
2477,经济研究,57,3135,False,False
2478,经济研究,32,1867,False,False
2479,经济研究,75,2357,True,True
2480,经济研究,38,1905,False,False
2481,经济研究,53,2552,False,False
2482,经济研究,119,3808,False,False
2483,经济研究,65,3262,False,False
2484,经济研究,24,844,False,False
2485,经济研究,123,4064,False,False
2486,经济研究,101,2583,False,False
2487,经济研究,29,3301,True,True
2488,经济研究,157,4994,False,False
2489,经济研究,66,1511,False,False
2490,经济研究,611,8277,True,True
2491,经济研究,131,3539,False,False
2492,经济研究,99,2204,False,False
2493,经济研究,0,871,False,False
2494,经济研究,258,4662,True,True
2495,经济研究,358,9701,False,False
2496,经济研究,150,2942,False,False
2497,经济研究,825,9045,False,True
2498,经济研究,284,6096,False,False
2499,经济研究,34,1820,False,False
2500,经济研究,52,2150,True,True
2501,经济研究,53,2673,False,False
2502,经济研究,274,4387,False,False
2503,经济研究,38,2243,False,False
2504,经济研究,116,2494,False,False
2505,经济研究,33,2575,False,False
2506,经济研究,216,4070,False,True
2507,经济研究,452,6222,False,False
2508,经济研究,247,3989,False,False
2509,经济研究,56,2264,False,False
2510,经济研究,1,555,False,False
2511,经济研究,301,5991,False,False
2512,经济研究,93,2320,False,False
2513,经济研究,153,2902,False,False
2514,经济研究,875,10576,False,False
2515,经济研究,86,2179,False,False
2516,经济研究,138,3160,False,False
2517,经济研究,233,5212,False,False
2518,经济研究,19,1330,False,False
2519,经济研究,76,3420,False,False
2520,经济研究,438,7920,True,True
2521,经济研究,205,4747,False,False
2522,经济研究,22,1336,False,False
2523,经济研究,448,5376,True,True
2524,经济研究,616,6050,False,False
2525,经济研究,1805,18887,False,False
2526,经济研究,83,1843,False,False
2527,经济研究,110,2057,False,True
2528,经济研究,561,5083,False,False
2529,经济研究,211,6187,False,False
2530,经济研究,20,1006,False,False
2531,经济研究,92,1830,False,False
2532,经济研究,149,3205,False,False
2533,经济研究,9,780,False,False
2534,经济研究,18,1370,False,False
2535,经济研究,3,529,False,False
2536,经济研究,56,2354,False,False
2537,经济研究,218,3974,True,True
2538,经济研究,439,12612,False,False
2539,经济研究,190,2247,False,False
2540,经济研究,256,4802,False,False
2541,经济研究,929,8744,False,False
2542,经济研究,0,352,False,False
2543,经济研究,790,8767,False,False
2544,经济研究,297,6578,False,False
2545,经济研究,13,2966,False,False
2546,经济研究,30,1536,False,False
2547,经济研究,225,3231,False,False
2548,经济研究,34,1861,False,False
2550,经济研究,139,2824,False,False
2551,经济研究,492,5347,False,False
2552,经济研究,2,797,True,True
2553,经济研究,122,3156,False,False
2554,经济研究,1800,17802,False,False
2555,经济研究,403,4025,False,False
2556,经济研究,229,3885,False,False
2557,经济研究,35,1810,False,False
2558,经济研究,18,878,False,False
2559,经济研究,47,2064,False,False
2560,经济研究,35,1659,True,True
2561,经济研究,165,4502,False,False
2562,经济研究,739,6491,False,False
2563,经济研究,59,1678,False,False
2564,经济研究,1,337,True,True
2565,经济研究,151,2365,True,True
2566,经济研究,1251,12014,False,False
2567,经济研究,299,4849,False,False
2568,经济研究,56,1205,False,False
2569,经济研究,183,3857,False,False
2570,经济研究,74,3540,False,False
2571,经济研究,153,2622,True,True
2572,经济研究,1185,15017,False,False
2573,经济研究,721,5499,False,False
2574,经济研究,91,3010,False,False
2575,经济研究,52,1852,False,False
2576,经济研究,9,1302,True,True
2577,经济研究,222,2099,True,True
2578,经济研究,90,1775,True,True
2579,经济研究,112,1911,False,False
2580,经济研究,12,662,False,False
2581,经济研究,345,6100,False,False
2582,经济研究,256,3248,False,False
2583,经济研究,621,12019,False,False
2584,经济研究,180,3086,True,True
2585,经济研究,412,8407,False,False
2586,经济研究,343,3429,False,False
2587,经济研究,85,1570,False,False
2588,经济研究,76,1486,False,False
2589,经济研究,173,2405,False,False
2590,经济研究,201,3829,False,False
2591,经济研究,116,2327,False,False
2592,经济研究,49,1705,False,False
2593,经济研究,65,2193,True,True
2594,经济研究,235,3323,True,True
2595,经济研究,146,4437,False,False
2596,经济研究,183,3288,False,False
2597,经济研究,227,5077,False,False
2598,经济研究,447,6515,False,False
2599,经济研究,234,2596,True,True
2600,经济研究,747,5703,False,False
2601,经济研究,134,3144,False,False
2602,经济研究,186,3221,False,False
2603,经济研究,275,3284,False,False
2604,经济研究,223,3442,False,False
2605,经济研究,386,5793,True,True
2606,经济研究,257,5239,False,False
2607,经济研究,120,2396,False,False
2608,经济研究,472,6779,False,False
2609,经济研究,26,2267,False,False
2610,经济研究,63,3137,False,False
2612,经济研究,72,1265,False,False
2613,经济研究,62,1435,True,True
2614,经济研究,45,2582,False,False
2615,经济研究,163,3611,False,False
2616,经济研究,150,2110,False,False
2617,经济研究,164,3166,False,False
2618,经济研究,251,5038,False,False
2619,经济研究,241,3267,False,False
2620,经济研究,143,2343,False,False
2621,经济研究,223,5892,False,False
2622,经济研究,44,1235,False,False
2623,经济研究,384,8221,False,False
2624,经济研究,153,2950,False,False
2625,经济研究,61,1977,False,False
2626,经济研究,2047,15129,False,False
2627,经济研究,418,14390,False,False
2628,经济研究,153,2902,True,True
2629,经济研究,48,1559,False,False
2630,经济研究,40,894,False,False
2631,经济研究,150,3074,False,False
2632,经济研究,104,1688,False,False
2633,经济研究,24,1408,False,False
2634,经济研究,0,272,False,False
2635,经济研究,0,286,True,True
2636,经济研究,224,2996,False,False
2637,经济研究,288,3681,False,False
2638,经济研究,1619,13287,False,False
2639,经济研究,109,1805,True,True
2640,经济研究,714,6862,False,False
2641,经济研究,130,2528,False,False
2642,经济研究,57,1184,True,True
2643,经济研究,150,2311,False,False
2644,经济研究,59,2419,False,False
2645,经济研究,39,1225,False,False
2646,经济研究,345,5653,True,True
2647,经济研究,325,3282,False,False
2648,经济研究,328,5408,False,False
2649,经济研究,93,2721,False,False
2650,经济研究,2941,26925,False,False
2651,经济研究,338,4844,False,False
2652,经济研究,0,283,True,True
2653,经济研究,311,7882,False,False
2654,经济研究,446,4173,False,False
2655,经济研究,102,3249,False,False
2656,经济研究,897,7850,False,False
2657,经济研究,38,994,True,True
2658,经济研究,31,5006,False,False
2660,经济研究,0,275,False,False
2661,经济研究,5,1564,False,True
2662,经济研究,306,5807,True,True
2663,经济研究,2200,14791,False,False
2664,经济研究,269,5203,False,False
2665,经济研究,690,8539,True,True
2667,经济研究,1324,9498,True,True
2668,经济研究,243,2436,True,True
2669,经济研究,629,4540,False,False
2670,经济研究,82,1931,False,False
2671,经济研究,156,2662,False,False
2672,经济研究,31,529,True,True
2673,经济研究,1,414,False,False
2674,经济研究,26,725,True,True
2675,经济研究,1310,10106,False,False
2676,经济研究,257,3435,False,False
2677,经济研究,375,6354,False,False
2678,经济研究,194,2039,False,False
2679,经济研究,511,6242,False,False
2680,经济研究,234,3006,False,False
2681,经济研究,142,1500,True,True
2682,经济研究,151,2309,False,False
2683,经济研究,72,1542,False,False
2684,经济研究,250,3999,False,False
2685,经济研究,29,1065,False,False
2686,经济研究,1153,13524,False,False
2687,经济研究,1766,11852,False,False
2688,经济研究,1443,12091,False,False
2689,经济研究,45,1233,False,False
2690,经济研究,393,9673,False,False
2691,经济研究,22,1101,False,False
2692,经济研究,1960,14849,False,False
2693,经济研究,412,4281,False,False
2694,经济研究,100,1614,False,False
2695,经济研究,147,2073,False,False
2696,经济研究,358,3052,False,False
2697,经济研究,20,1310,False,False
2698,经济研究,58,2058,False,False
2699,经济研究,36,819,True,True
2700,经济研究,175,1694,True,True
2701,经济研究,469,4010,True,True
2702,经济研究,603,3544,False,False
2703,经济研究,113,2709,False,False
2704,经济研究,0,220,False,False
2706,经济研究,195,1720,False,False
2707,经济研究,131,2391,False,False
2708,经济研究,328,3639,False,False
2709,经济研究,21,1138,False,False
2710,经济研究,106,1793,False,False
2711,经济研究,52,1058,False,False
2712,经济研究,15,588,True,True
2713,经济研究,14,818,False,False
2714,经济研究,1209,7490,False,False
2715,经济研究,1220,13523,False,False
2717,经济研究,227,3967,True,True
2718,经济研究,120,1299,False,False
2719,经济研究,234,2670,False,False
2720,经济研究,582,5157,False,False
2721,经济研究,82,1141,False,False
2722,经济研究,35,951,False,False
2723,经济研究,361,3014,False,False
2724,经济研究,412,6968,False,False
2725,经济研究,26,1467,False,False
2726,经济研究,3188,23358,False,False
2727,经济研究,2157,20865,False,False
2728,经济研究,24,765,False,False
2729,经济研究,568,9929,False,False
2730,经济研究,365,4697,False,False
2731,经济研究,80,1272,False,False
2732,经济研究,61,811,False,False
2733,经济研究,65,1663,True,True
2734,经济研究,208,4267,False,False
2735,经济研究,42,1464,True,True
2736,经济研究,31,708,False,False
2737,经济研究,224,2877,True,True
2738,经济研究,286,5457,False,False
2739,经济研究,697,5454,False,False
2740,经济研究,453,4398,True,True
2741,经济研究,44,715,False,False
2742,经济研究,161,2302,False,False
2743,经济研究,247,3786,False,False
2744,经济研究,266,3892,False,False
2745,经济研究,30,745,False,False
2746,经济研究,7,445,False,False
2747,经济研究,80,1377,False,False
2748,经济研究,8,550,False,False
2749,经济研究,246,3184,False,False
2750,经济研究,58,1734,False,False
2752,经济研究,64,1431,True,True
2753,经济研究,899,8681,False,False
2754,经济研究,354,3952,False,False
2755,经济研究,133,6213,False,False
2756,经济研究,174,4405,False,False
2757,经济研究,183,3107,True,True
2758,经济研究,77,1496,False,False
2759,经济研究,255,4880,False,False
2760,经济研究,549,5165,False,False
2761,经济研究,5,945,False,False
2762,经济研究,87,2201,False,False
2763,经济研究,728,5588,False,False
2764,经济研究,62,1037,False,False
2765,经济研究,70,2388,False,False
2766,经济研究,335,4104,False,False
2767,经济研究,29,1007,False,False
2768,经济研究,256,3361,False,False
2769,经济研究,565,7596,True,True
2770,经济研究,457,7727,False,False
2771,经济研究,110,2352,False,False
2772,经济研究,143,3442,False,False
2773,经济研究,84,1811,False,False
2774,经济研究,208,4174,False,False
2775,经济研究,104,1787,True,True
2776,经济研究,216,2332,True,True
2777,经济研究,160,2888,False,False
2778,经济研究,345,2728,False,False
2779,经济研究,50,1158,False,False
2780,经济研究,31,777,False,False
2781,经济研究,35,1729,False,False
2782,经济研究,315,5167,False,False
2783,经济研究,631,11578,False,False
2784,经济研究,105,1023,False,False
2785,经济研究,1396,9267,False,False
2786,经济研究,2,430,True,True
2787,经济研究,339,3080,True,True
2788,经济研究,591,7914,False,False
2789,经济研究,39,1100,False,False
2790,经济研究,124,2579,False,False
2791,经济研究,95,2280,False,False
2792,经济研究,226,3893,False,False
2793,经济研究,105,2158,True,True
2794,经济研究,273,3436,False,False
2795,经济研究,39,951,False,False
2796,经济研究,553,4303,False,False
2797,经济研究,18,1265,False,False
2798,经济研究,180,2185,False,False
2799,经济研究,219,4642,False,False
2800,经济研究,5104,25053,False,False
2801,经济研究,132,3066,False,False
2802,经济研究,811,8162,False,False
2803,经济研究,35,905,False,False
2804,经济研究,187,2278,True,True
2806,经济研究,214,3941,False,False
2807,经济研究,163,2179,True,True
2808,经济研究,113,1388,True,True
2809,经济研究,408,3046,False,False
2810,经济研究,43,982,False,False
2811,经济研究,49,1415,False,False
2812,经济研究,604,5809,False,False
2813,经济研究,572,3730,False,False
2814,经济研究,144,2876,False,False
2815,经济研究,1353,13241,False,False
2816,经济研究,337,3733,False,False
2817,经济研究,403,3302,False,False
2818,经济研究,48,1244,False,False
2819,经济研究,420,4096,True,True
2820,经济研究,628,4674,True,True
2821,经济研究,171,2387,False,False
2822,经济研究,536,4107,False,False
2823,经济研究,125,5567,False,False
2824,经济研究,4,476,True,True
2825,经济研究,38,1027,True,True
2826,经济研究,99,1480,False,False
2827,经济研究,46,607,False,False
2828,经济研究,2114,14074,False,False
2829,经济研究,555,5162,False,False
2830,经济研究,1150,10947,False,False
2831,经济研究,139,2219,False,False
2832,经济研究,223,5664,False,False
2833,经济研究,29,1677,True,True
2834,经济研究,36,1606,False,False
2835,经济研究,10,743,False,False
2836,经济研究,673,10277,False,False
2837,经济研究,173,3219,False,False
2838,经济研究,36,1334,False,False
2839,经济研究,413,3670,False,False
2840,经济研究,12,645,False,False
2841,经济研究,242,2647,False,False
2842,经济研究,291,3678,False,False
2843,经济研究,85,2363,False,False
2844,经济研究,124,2125,False,False
2845,经济研究,87,2923,False,False
2846,经济研究,162,1299,True,True
2847,经济研究,534,3840,False,False
2848,经济研究,232,2186,False,False
2850,经济研究,214,1599,True,True
2851,经济研究,1406,11170,False,False
2853,经济研究,238,2070,False,False
2854,经济研究,104,1576,False,False
2855,经济研究,376,2882,False,False
2856,经济研究,180,2129,False,True
2857,经济研究,547,3366,False,False
2858,经济研究,130,2050,False,False
2859,经济研究,133,3872,True,True
2860,经济研究,163,3833,False,False
2863,经济研究,99,1465,True,True
2864,经济研究,522,5263,False,False
2865,经济研究,1540,11854,False,False
2866,经济研究,214,2839,False,False
2867,经济研究,1968,16696,False,False
2868,经济研究,71,2339,False,False
2869,经济研究,81,2135,False,False
2870,经济研究,31,1443,False,False
2871,经济研究,28,633,True,True
2872,经济研究,114,1392,False,False
2873,经济研究,20,728,False,False
2874,经济研究,610,7885,False,False
2875,经济研究,719,5912,False,False
2876,经济研究,253,2164,False,False
2877,经济研究,745,10105,False,False
2878,经济研究,188,2080,False,False
2879,经济研究,187,1631,False,False
2881,经济研究,1310,10506,False,False
2882,经济研究,2045,10728,False,False
2883,经济研究,170,2626,False,False
2884,经济研究,3,373,False,False
2885,经济研究,293,2406,False,False
2886,经济研究,502,4547,False,False
2887,经济研究,33,890,False,False
2888,经济研究,860,7328,False,False
2889,经济研究,387,8645,False,False
2890,经济研究,98,2115,False,False
2891,经济研究,288,2539,False,False
2892,经济研究,1365,9161,False,False
2893,经济研究,158,2644,True,True
2894,经济研究,330,7927,False,False
2895,经济研究,125,1524,False,False
2896,经济研究,259,2094,False,False
2897,经济研究,1770,13571,False,False
2898,经济研究,17,424,False,False
2899,经济研究,852,7513,False,False
2900,经济研究,7,749,True,True
2901,经济研究,232,3102,True,True
2902,经济研究,261,2296,False,False
2903,经济研究,1037,6123,False,False
2904,经济研究,1386,5343,False,False
2905,经济研究,202,3168,False,False
2906,经济研究,4,749,False,False
2907,经济研究,84,2532,False,False
2908,经济研究,118,1931,False,False
2909,经济研究,116,1106,False,False
2910,经济研究,109,1841,False,False
2911,经济研究,448,6861,False,False
2912,经济研究,624,6272,False,False
2913,经济研究,100,1815,False,False
2914,经济研究,191,2644,False,False
2915,经济研究,244,2847,True,True
2916,经济研究,5,779,False,False
2917,经济研究,332,3181,False,False
2918,经济研究,143,3849,True,True
2919,经济研究,294,2837,False,False
2920,经济研究,106,1948,False,False
2921,经济研究,12,792,True,True
2922,经济研究,65,3005,False,False
2923,经济研究,129,3414,False,False
2924,经济研究,29,737,False,False
2925,经济研究,1119,13602,False,False
2926,经济研究,1344,9250,False,False
2927,经济研究,293,1629,False,False
2928,经济研究,126,2294,False,False
2929,经济研究,387,3436,False,False
2930,经济研究,213,2849,False,False
2931,经济研究,124,1854,True,True
2932,经济研究,332,3104,False,False
2933,经济研究,41,1212,False,False
2934,经济研究,128,3060,False,False
2935,经济研究,97,2724,False,False
2936,经济研究,104,1871,False,False
2937,经济研究,50,1605,False,False
2938,经济研究,98,1486,False,False
2939,经济研究,182,3753,False,False
2940,经济研究,81,2246,False,False
2941,经济研究,35,655,False,False
2942,经济研究,291,3937,False,False
2943,经济研究,16,858,False,False
2944,经济研究,321,2984,False,False
2945,经济研究,401,4365,False,False
2946,经济研究,31,2046,False,False
2949,经济研究,1430,7311,False,False
2950,经济研究,60,1565,False,False
2951,经济研究,1015,6692,False,False
2952,经济研究,467,2266,False,False
2953,经济研究,55,1136,False,False
2954,经济研究,505,4385,False,False
2956,经济研究,282,2138,False,False
2957,经济研究,39,646,False,False
2958,经济研究,249,2761,False,False
2959,经济研究,707,5570,False,False
2960,经济研究,961,9007,False,False
2961,经济研究,82,1123,False,False
2962,经济研究,71,1863,False,False
2963,经济研究,132,1242,False,False
2964,经济研究,124,1065,False,False
2965,经济研究,137,1659,True,True
2967,经济研究,1577,6471,False,False
2968,经济研究,25,649,False,False
2969,经济研究,88,1179,False,False
2970,经济研究,3,471,False,False
2971,经济研究,415,3137,False,False
2972,经济研究,96,1673,False,False
2973,经济研究,480,4114,False,False
2974,经济研究,376,3645,False,False
2975,经济研究,167,1607,False,False
2976,经济研究,153,2053,False,False
2977,经济研究,107,1364,False,False
2978,经济研究,36,1093,True,True
2979,经济研究,7,508,False,False
2980,经济研究,78,1946,True,True
2981,经济研究,997,7655,False,False
2982,经济研究,294,1868,False,False
2984,经济研究,106,2046,False,False
2985,经济研究,173,2188,False,False
2986,经济研究,116,1991,False,False
2987,经济研究,68,912,True,True
2988,经济研究,1329,10666,True,True
2989,经济研究,311,2214,False,False
2990,经济研究,157,1294,False,False
2991,经济研究,224,1817,False,False
2992,经济研究,185,1729,False,False
2993,经济研究,44,1082,True,True
2994,经济研究,30,967,False,False
2995,经济研究,99,1743,False,False
2996,经济研究,439,4345,False,False
2997,经济研究,161,2422,True,True
2998,经济研究,945,7297,False,False
2999,经济研究,141,2004,False,False
3000,经济研究,1333,10494,False,False
3001,经济研究,344,2338,False,False
3002,经济研究,34,1997,True,True
3003,经济研究,221,1956,False,False
3004,经济研究,53,1318,False,False
3005,经济研究,213,2300,False,False
3006,经济研究,116,1183,False,False
3007,经济研究,76,1049,False,False
3008,经济研究,56,626,False,False
3009,经济研究,659,3746,False,False
3010,经济研究,222,3056,False,False
3011,经济研究,36,787,False,False
3014,经济研究,297,6217,False,False
3015,经济研究,183,2973,False,False
3016,经济研究,419,2571,True,True
3017,经济研究,101,1316,False,False
3018,经济研究,24,535,False,False
3019,经济研究,121,2161,False,False
3020,经济研究,708,4830,False,False
3021,经济研究,106,1814,False,False
3022,经济研究,10,313,False,False
3023,经济研究,45,658,True,True
3024,经济研究,1414,9348,False,False
3025,经济研究,99,1180,False,False
3026,经济研究,252,2924,False,False
3028,经济研究,204,1253,False,False
3029,经济研究,16,1124,True,True
3030,经济研究,270,3844,False,False
3031,经济研究,22,617,False,False
3032,经济研究,11,586,False,False
3033,经济研究,539,3920,False,False
3034,经济研究,483,3584,False,False
3036,经济研究,2,364,False,False
3037,经济研究,712,3221,False,False
3038,经济研究,13,801,True,True
3039,经济研究,115,1592,True,True
3040,经济研究,52,788,True,True
3041,经济研究,682,4463,True,True
3042,经济研究,382,2400,False,False
3043,经济研究,7,397,True,True
3044,经济研究,59,502,True,True
3045,经济研究,249,3239,False,False
3046,经济研究,295,2331,False,False
3047,经济研究,212,3525,True,True
3048,经济研究,310,2622,False,False
3049,经济研究,67,1985,False,False
3050,经济研究,84,969,False,True
3051,经济研究,1559,9309,False,False
3052,经济研究,58,808,False,False
3053,经济研究,16,422,False,False
3054,经济研究,27,2163,True,True
3055,经济研究,15,498,True,True
3056,经济研究,2,215,False,False
3057,经济研究,8,501,False,False
3058,经济研究,40,571,False,False
3059,经济研究,20,817,False,False
3060,经济研究,412,2718,False,False
3061,经济研究,103,1279,True,True
3062,经济研究,465,2882,False,False
3063,经济研究,898,14065,False,False
3064,经济研究,45,661,False,False
3065,经济研究,2704,18813,False,False
3067,经济研究,148,1845,False,False
3068,经济研究,174,3285,False,False
3069,经济研究,46,1639,True,True
3070,经济研究,468,2651,False,False
3071,经济研究,1233,12628,False,False
3072,经济研究,1135,11032,False,False
3073,经济研究,317,4709,False,False
3074,经济研究,746,3522,False,False
3075,经济研究,28,578,True,True
3076,经济研究,641,5233,False,False
3077,经济研究,86,1733,False,False
3078,经济研究,21,720,False,False
3079,经济研究,12,665,False,False
3080,经济研究,19,568,False,False
3081,经济研究,339,5358,False,False
3082,经济研究,123,1044,False,False
3083,经济研究,163,1871,True,True
3084,经济研究,76,1749,False,False
3085,经济研究,5997,40743,False,False
3086,经济研究,15,521,False,False
3087,经济研究,1021,5746,False,False
3088,经济研究,91,1036,False,False
3089,经济研究,750,5247,False,False
3090,经济研究,3,439,True,True
3091,经济研究,294,4123,False,False
3092,经济研究,118,1348,True,True
3093,经济研究,59,1012,False,False
3094,经济研究,76,523,False,False
3095,经济研究,633,4596,True,True
3096,经济研究,4,295,True,True
3097,经济研究,867,4535,False,False
3098,经济研究,95,1080,False,False
3099,经济研究,321,3497,False,False
3100,经济研究,7,455,False,False
3101,经济研究,497,5139,False,False
3102,经济研究,139,2596,False,False
3103,经济研究,132,1281,True,True
3104,经济研究,395,4501,False,False
3105,经济研究,279,2013,True,True
3106,经济研究,232,1742,False,False
3107,经济研究,209,5892,False,False
